Time [s];Waga rybacka [kg];pressure_tank
0.0246126651763916;-0.019;0.003
0.9906914234161377;-0.021;0.007
1.946378231048584;-0.015;0.039
2.9596002101898193;-0.022;-0.011
3.8747220039367676;-0.018;0.33
4.845497131347656;-0.019;2.444
5.751045227050781;0.003;3.936
6.627026319503784;0.009;5.311
7.480891704559326;0.013;6.73
8.361257553100586;0.015;8.459
9.283092737197876;0.025;10.833
10.07543420791626;0.04;12.061
10.920475244522095;0.046;13.669
11.75942587852478;0.059;15.604
12.663165092468262;0.062;16.916
13.532615423202515;0.056;18.77
14.392603635787964;0.076;20.441
15.28577971458435;0.083;21.718
16.153645753860474;0.095;22.739
17.038082599639893;0.097;22.631
17.910946130752563;0.108;22.43
18.763866901397705;0.1;22.13
19.625407934188843;0.107;22.018
20.509387731552124;0.089;21.933
21.322754383087158;0.101;21.834
22.11016321182251;0.095;21.655
22.898831129074097;0.098;21.637
23.69549560546875;0.101;21.485
24.49624729156494;0.105;21.44
25.310390949249268;0.102;21.341
26.132357358932495;0.101;21.337
26.948566198349;0.1;21.234
27.76141619682312;0.108;21.131
28.585041761398315;0.102;21.032
29.4234356880188;0.097;21.041
30.26953959465027;0.094;21.037
31.10434651374817;0.101;21.037
31.9459490776062;0.1;20.929
32.9353973865509;0.105;20.831
33.77097940444946;0.1;20.831
34.639052391052246;0.098;20.831
35.498053312301636;0.097;20.732
36.359620571136475;0.101;20.737
37.22705578804016;0.102;20.737
38.087902545928955;0.102;20.737
38.97289514541626;0.098;20.696
39.8539674282074;0.101;20.647
40.73862338066101;0.104;20.643
41.62995719909668;0.097;20.634
42.430580377578735;0.095;20.535
43.23598074913025;0.098;20.544
44.035117387771606;0.098;20.544
44.83224320411682;0.102;20.544
45.64080882072449;0.102;20.566
46.44067144393921;0.1;20.54
47.240283250808716;0.101;20.544
48.05116319656372;0.098;20.544
48.88290286064148;0.102;20.54
49.706674575805664;0.104;20.54
50.539488315582275;0.131;20.472
51.37513041496277;0.125;20.54
52.21326518058777;0.105;20.54
53.05804491043091;0.119;20.54
53.89306902885437;0.102;20.54
54.726529121398926;0.098;20.544
55.57115054130554;0.097;20.441
56.403409481048584;0.097;20.437
57.23697328567505;0.098;20.437
58.265010356903076;0.107;20.441
59.12419104576111;0.132;20.441
59.99011540412903;0.098;20.441
60.86117649078369;0.107;20.437
61.729963541030884;0.1;20.441
62.60474681854248;0.098;20.441
63.47188091278076;0.098;20.441
64.34800672531128;0.094;20.437
65.21683096885681;0.1;20.437
66.08371686935425;0.15;20.437
66.96996831893921;0.12;20.441
67.85105919837952;0.067;20.441
68.73971056938171;0.11;20.437
69.620530128479;0.097;20.387
70.50108408927917;0.104;20.437
71.39834523200989;0.104;20.437
72.32055187225342;0.101;20.437
73.2476577758789;0.097;20.437
74.16683912277222;0.086;20.835
75.096262216568;0.108;22.34
76.01717329025269;0.111;23.841
76.95849347114563;0.129;25.234
