;Time;Thrust;BEM pressure;N2O pressure;N2OWeigth
0;0.0;-14;33;1527;8550
1;0.016376256942749023;-23;35;1541;8588
2;0.030689001083374023;-23;35;1525;8597
3;0.046181440353393555;-24;35;1547;8559
4;0.06051921844482422;-23;33;1525;8548
5;0.0749659538269043;-23;33;1526;8565
6;0.08933162689208984;-22;33;1527;8590
7;0.1037445068359375;-20;35;1526;8582
8;0.11816549301147461;-22;34;1547;8555
9;0.13265705108642578;-24;33;1527;8553
10;0.14705109596252441;-22;32;1526;8575
11;0.16147589683532715;-22;34;1525;8584
12;0.1760547161102295;-24;35;1547;8570
13;0.1904916763305664;-24;36;1537;8555
14;0.20476555824279785;-22;34;1526;8563
15;0.21907544136047363;-21;32;1526;8578
16;0.23351716995239258;-22;33;1527;8578
17;0.24790596961975098;-23;32;1525;8564
18;0.2624180316925049;-22;33;1526;8553
19;0.27692151069641113;-22;35;1526;8568
20;0.2913944721221924;-23;33;1527;8594
21;0.3059983253479004;-24;33;1526;8578
22;0.320371150970459;-22;35;1526;8546
23;0.33475518226623535;-24;34;1526;8547
24;0.34905195236206055;-22;34;1527;8579
25;0.36369967460632324;-23;34;1526;8596
26;0.37812256813049316;-23;33;1526;8574
27;0.39271044731140137;-22;33;1525;8550
28;0.4070854187011719;-22;34;1549;8554
29;0.4215080738067627;-23;35;1534;8579
30;0.4360671043395996;-23;38;1526;8593
31;0.45050787925720215;-22;34;1547;8573
32;0.4649667739868164;-23;35;1527;8551
33;0.4793243408203125;-24;35;1525;8555
34;0.4937303066253662;-24;33;1526;8578
35;0.5081162452697754;-23;33;1537;8588
36;0.5225908756256104;-23;35;1525;8575
37;0.5369789600372314;-23;36;1530;8560
38;0.5514588356018066;-22;33;1526;8564
39;0.5659916400909424;-23;34;1525;8577
40;0.5804624557495117;-23;33;1527;8575
41;0.5948021411895752;-22;34;1527;8562
42;0.6091711521148682;-24;32;1536;8562
43;0.6237378120422363;-21;32;1526;8585
44;0.6381247043609619;-21;33;1526;8584
45;0.652606725692749;-22;34;1526;8562
46;0.6689391136169434;-22;34;1525;8557
47;0.6879050731658936;-23;34;1548;8587
48;0.7068421840667725;-24;34;1526;8587
49;0.7256810665130615;-23;35;1526;8553
50;0.7446162700653076;-21;32;1525;8569
51;0.7636191844940186;-23;33;1549;8595
52;0.7826282978057861;-23;33;1529;8572
53;0.8015131950378418;-25;34;1527;8548
54;0.8206465244293213;-23;37;1525;8593
55;0.8446676731109619;-23;34;1525;8579
56;0.8633496761322021;-22;33;1526;8549
57;0.8778135776519775;-24;34;1525;8557
58;0.8922903537750244;-24;33;1526;8586
59;0.9067151546478271;-23;35;1526;8590
60;0.9211080074310303;-23;34;1525;8566
61;0.9355778694152832;-25;33;1537;8551
62;0.9500415325164795;-23;33;1525;8572
63;0.9644684791564941;-22;33;1525;8599
64;0.9788813591003418;-21;33;1527;8576
65;0.9936552047729492;-21;33;1525;8544
66;1.0080649852752686;-23;35;1908;8572
67;1.0641298294067383;-25;403;1856;8555
68;1.0786356925964355;-25;246;1729;8570
69;1.0935578346252441;-23;215;1687;8587
70;1.107938528060913;-22;155;1663;8591
71;1.1222562789916992;-21;128;1608;8574
72;1.1366591453552246;-21;108;1597;8566
73;1.1509990692138672;-23;98;1596;8591
74;1.1653568744659424;-22;100;1609;8607
75;1.1797995567321777;-22;109;1606;8606
76;1.194169282913208;-22;131;1623;8588
77;1.208585262298584;-21;144;1636;8568
78;1.222923994064331;-23;136;1644;8571
79;1.2372727394104004;-24;159;1652;8579
80;1.2517025470733643;-23;173;1670;8579
81;1.266162395477295;-21;192;1659;8563
82;1.280651330947876;-22;208;1660;8552
83;1.2951171398162842;-23;253;1637;8557
84;1.309643030166626;-22;304;1618;8557
85;1.324021816253662;-22;344;1639;8565
86;1.338472604751587;-22;419;1629;8567
87;1.3528985977172852;-21;496;1595;8563
88;1.3672282695770264;-23;575;1592;8574
89;1.381798267364502;-20;688;1569;8598
90;1.3963348865509033;-23;811;1568;8609
91;1.4107067584991455;-22;910;1544;8600
92;1.4252126216888428;-20;1025;1543;8594
93;1.4396474361419678;-19;1138;1544;8596
94;1.4540174007415771;-23;1269;1519;8590
95;1.4683818817138672;-21;1352;1510;8592
96;1.4828598499298096;-21;1478;1487;8596
97;1.4973106384277344;-22;1578;1473;8595
98;1.5117244720458984;-21;1679;1469;8589
99;1.5262794494628906;-23;1761;1464;8588
100;1.540635108947754;-22;1843;1463;8602
101;1.5551211833953857;-22;1917;1418;8609
102;1.5696001052856445;-22;1991;1435;8596
103;1.5885660648345947;-22;2083;1410;8602
104;1.6075899600982666;-21;2153;1386;8603
105;1.6264369487762451;-21;2219;1285;8595
106;1.6511354446411133;-19;2189;1252;8618
107;1.671097755432129;-21;2243;1253;8602
108;1.6864509582519531;-21;2276;1252;8592
109;1.7008585929870605;-20;2305;1230;8600
110;1.7152915000915527;-19;2336;1207;8614
111;1.7297213077545166;-20;2365;1207;8612
112;1.7440972328186035;-23;2391;1205;8587
113;1.7585420608520508;-22;2417;1206;8581
114;1.7729969024658203;-20;2427;1197;8593
115;1.7873525619506836;-23;2440;1184;8613
116;1.801727533340454;-23;2456;1185;8580
117;1.8161702156066895;-23;2475;1184;8560
118;1.830538034439087;-21;2488;1162;8578
119;1.8450698852539062;-19;2496;1162;8596
120;1.8595397472381592;-22;2504;1150;8595
121;1.8739075660705566;-20;2495;1154;8571
122;1.8882904052734375;-20;2503;1139;8561
123;1.9027209281921387;-21;2524;1139;8584
124;1.9170739650726318;-22;2515;1116;8587
125;1.9314699172973633;-22;2500;1116;8569
126;1.9460134506225586;-20;2507;1124;8559
127;1.9604041576385498;-20;2508;1116;8566
128;1.9746983051300049;-19;2494;1114;8579
129;1.9890658855438232;-21;2501;1116;8580
130;2.003553867340088;-18;2488;1093;8577
131;2.0179805755615234;-17;2471;1073;8579
132;2.032501459121704;-21;2464;1077;8590
133;2.0469391345977783;-21;2465;1072;8582
134;2.061347007751465;-18;2467;1049;8573
135;2.0758228302001953;-18;2459;1066;8571
136;2.090252637863159;-18;2447;1072;8578
137;2.104661464691162;-19;2440;1049;8587
138;2.1212158203125;-19;2436;1049;8583
139;2.1357154846191406;-19;2405;1050;8576
140;2.150050401687622;-19;2407;1050;8577
141;2.164417266845703;-19;2400;1026;8588
142;2.17885422706604;-20;2376;1043;8586
143;2.1933279037475586;-18;2366;1004;8581
144;2.2076776027679443;-18;2378;1018;8576
145;2.2220304012298584;-18;2355;1025;8578
146;2.236433267593384;-19;2333;1006;8578
147;2.250771999359131;-21;2328;1005;8572
148;2.2652029991149902;-17;2324;988;8584
149;2.2796647548675537;-19;2306;1004;8586
150;2.2940673828125;-16;2298;982;8583
151;2.3084843158721924;-19;2297;1002;8586
152;2.3284096717834473;-16;2276;981;8582
153;2.343712568283081;-16;2264;982;8587
154;2.3580894470214844;-18;2252;982;8585
155;2.3732244968414307;-18;2236;959;8578
156;2.3922603130340576;-18;2228;959;8579
157;2.411158323287964;-22;2202;936;8591
158;2.4301083087921143;-18;2183;912;8583
159;2.449012517929077;-19;2149;937;8592
160;2.4678711891174316;-17;2163;936;8589
161;2.486776351928711;-17;2134;913;8587
162;2.505688428878784;-17;2126;911;8584
163;2.524501323699951;-17;2127;925;8588
164;2.543428421020508;-19;2112;901;8584
165;2.5623772144317627;-15;2088;890;8591
166;2.581371307373047;-15;2083;866;8591
167;2.6003222465515137;-14;2059;890;8592
168;2.6191442012786865;-16;2061;890;8587
169;2.6380743980407715;-15;2030;866;8585
170;2.6570231914520264;-16;2013;867;8582
171;2.676213264465332;-15;2014;844;8575
172;2.695117235183716;-19;1970;845;8577
173;2.713933229446411;-17;1968;845;8577
174;2.7328872680664062;-17;1968;845;8575
175;2.7517383098602295;-19;1945;845;8569
176;2.7706382274627686;-16;1945;846;8565
177;2.7894792556762695;-16;1921;824;8559
178;2.808319330215454;-20;1921;824;8556
179;2.827266216278076;-18;1900;807;8559
180;2.8461782932281494;-18;1904;804;8562
