Time [s];Waga rybacka [kg];pressure_tank
0.5060086250305176;-0.002;-0.017
1.4480667114257812;-0.064;-0.037
2.3779683113098145;-0.005;0.002
3.334042549133301;-0.006;-0.005
4.377012729644775;-0.003;0.002
5.328189373016357;-0.005;-0.002
6.214567184448242;-0.005;-0.025
7.093017101287842;-0.022;-0.041
7.978855609893799;0.019;-0.005
8.848433256149292;-0.002;0.026
9.645973205566406;0.012;0.038
10.498525619506836;0.001;-0.017
11.352949619293213;0.001;-0.002
12.223470449447632;-0.003;0.002
13.123514413833618;0.006;-0.002
14.021641254425049;-0.0;-0.025
14.93063497543335;-0.011;0.034
15.846174716949463;0.004;0.002
16.78096055984497;-0.019;-0.033
17.723270654678345;0.003;-0.045
18.610493659973145;-0.003;-0.002
19.47835874557495;-0.003;0.014
20.379523277282715;-0.005;0.006
21.270089387893677;-0.0;-0.002
22.08258080482483;-0.015;-0.002
22.88906693458557;-0.011;-0.037
23.68828010559082;-0.003;-0.041
24.4937002658844;0.001;0.002
25.31785798072815;-0.012;0.002
26.139064073562622;0.006;-0.002
27.12821102142334;0.001;-0.013
27.953925371170044;0.006;-0.005
28.788772344589233;0.004;-0.005
29.63589310646057;-0.008;-0.005
30.48048233985901;0.001;-0.002
31.332958459854126;-0.011;-0.029
32.17944097518921;-0.002;0.002
33.0353102684021;-0.008;-0.037
33.888895750045776;-0.005;0.05
34.74828791618347;-0.008;0.046
35.59148931503296;-0.006;0.03
36.431548833847046;-0.003;0.046
37.282646894454956;-0.006;-0.005
38.12512755393982;-0.009;-0.002
39.000598430633545;-0.006;-0.041
39.869248390197754;-0.009;-0.002
40.737409591674805;-0.009;0.002
41.595603227615356;-0.008;0.042
42.367899656295776;-0.003;0.002
43.151737451553345;-0.005;-0.002
43.92407751083374;-0.006;-0.033
44.69866490364075;-0.0;0.03
45.48330068588257;-0.006;-0.013
46.256906270980835;-0.005;0.038
47.041118144989014;-0.0;0.018
47.816023111343384;-0.006;0.006
48.614283323287964;-0.008;0.002
49.58370304107666;-0.015;0.014
50.379985094070435;-0.006;0.018
51.17748498916626;-0.002;-0.002
51.98256874084473;-0.003;0.05
52.77881979942322;-0.006;0.002
53.58578944206238;-0.009;0.042
54.38295817375183;-0.005;-0.002
55.19127869606018;-0.011;-0.005
55.99238562583923;-0.128;-0.013
56.845478773117065;-0.015;0.01
57.686062812805176;-0.009;0.006
58.54023766517639;-0.012;-0.002
59.403656005859375;-0.005;0.002
60.256964683532715;-0.006;-0.021
61.113365173339844;-0.008;0.022
61.97695207595825;-0.006;-0.005
62.83240532875061;-0.006;0.05
63.696921825408936;-0.008;0.002
64.55327010154724;-0.005;0.046
65.41758704185486;-0.009;0.006
66.27416324615479;-0.006;0.046
67.13181948661804;-0.012;0.006
68.02375316619873;-0.003;-0.033
68.9025514125824;-0.003;-0.009
69.79101395606995;-0.011;-0.002
70.67002177238464;-0.009;-0.002
71.55901098251343;-0.003;0.05
72.61242914199829;-0.006;-0.002
73.49625253677368;-0.006;-0.002
74.38053059577942;-0.011;0.05
75.26014494895935;-0.005;0.042
76.14629435539246;-0.0;0.002
77.04209852218628;-0.009;0.054
77.95739579200745;-0.006;-0.002
78.86071491241455;-0.003;-0.002
79.77232623100281;-0.002;-0.045
80.6758131980896;-0.003;-0.002
81.58702301979065;-0.0;0.018
82.49294996261597;-0.015;-0.037
83.32133531570435;0.006;0.002
84.138343334198;0.025;-0.002
84.95863699913025;0.021;-0.005
85.78502440452576;-0.021;0.002
86.6052315235138;0.012;0.002
87.43394041061401;-0.008;-0.009
88.25768566131592;0.034;-0.041
89.09988331794739;0.019;-0.033
89.9307382106781;-0.009;0.05
90.76121544837952;0.049;-0.021
91.61200046539307;-0.019;0.046
92.44087862968445;-0.094;-0.049
93.44895792007446;-0.027;0.002
94.27410316467285;0.001;0.03
95.09386157989502;-0.003;0.042
95.92265558242798;0.004;-0.041
96.76912808418274;0.001;-0.005
97.62047600746155;0.007;-0.029
98.46483898162842;-0.003;-0.009
99.30985736846924;-0.003;-0.002
100.16752672195435;0.001;-0.002
101.0121591091156;-0.005;0.002
101.86670541763306;-0.002;-0.002
102.71242761611938;-0.003;0.002
103.5680923461914;0.001;-0.002
104.41368174552917;0.004;0.034
105.26397037506104;0.003;-0.045
106.11707854270935;0.006;0.03
106.96300458908081;-0.003;-0.033
107.81902551651001;0.003;0.002
108.66497230529785;-0.006;-0.049
109.50986385345459;0.003;-0.002
110.36706900596619;0.001;-0.009
111.21575927734375;-0.002;0.046
112.0736939907074;0.003;0.002
112.92078113555908;-0.005;-0.002
113.77755975723267;0.001;0.046
114.62575316429138;0.004;-0.045
115.49742293357849;-0.005;0.046
116.57004141807556;0.001;-0.002
117.43834209442139;-0.0;0.054
118.31719756126404;-0.002;0.042
119.18770790100098;0.003;-0.049
120.05903315544128;0.003;0.05
120.94069314002991;-0.002;0.03
121.81267023086548;0.01;-0.002
122.69727063179016;0.006;0.002
123.56906342506409;-0.005;-0.041
124.45161724090576;0.013;-0.005
125.32549953460693;0.003;-0.002
126.19697737693787;0.004;-0.002
127.08004140853882;0.001;0.042
127.95831894874573;-0.0;0.002
128.84238958358765;0.004;0.042
129.725439786911;0.012;-0.002
130.60768866539001;-0.003;-0.017
131.49939393997192;-0.0;-0.002
132.38285422325134;0.001;0.046
133.28230905532837;-0.008;0.046
134.18287014961243;-0.002;0.046
135.09681916236877;0.007;-0.002
136.00438380241394;-0.0;0.034
136.91203618049622;-0.002;-0.045
137.82757472991943;-0.003;0.002
138.73454928398132;0.001;-0.005
139.83828258514404;-0.002;0.002
140.74476647377014;-0.008;0.042
141.65847206115723;-0.003;0.002
142.56740522384644;0.001;0.006
143.48784947395325;-0.009;-0.002
144.39647507667542;0.001;-0.002
145.31579065322876;0.004;-0.002
146.2335135936737;-0.003;-0.045
147.13957238197327;-0.005;-0.002
148.05819606781006;0.001;-0.002
148.9690260887146;0.003;-0.002
149.88659238815308;-0.003;0.042
150.79515862464905;-0.006;-0.045
151.70295190811157;0.003;0.002
152.61910843849182;-0.008;-0.002
153.55214190483093;0.003;-0.005
154.4943289756775;0.004;-0.029
155.42555785179138;0.003;0.01
156.36172199249268;0.01;0.002
157.292245388031;0.006;0.002
158.23090600967407;0.007;0.014
159.1629650592804;-0.002;0.002
160.10447144508362;0.003;0.002
161.0339024066925;-0.0;-0.002
162.15865564346313;-0.021;-0.049
163.09117078781128;-0.061;0.03
164.0211889743805;0.009;-0.002
164.94388508796692;0.004;-0.002
165.83742213249207;0.001;-0.033
166.714430809021;-0.0;0.002
167.62560653686523;-0.005;0.002
168.52575969696045;0.006;-0.002
169.4260172843933;0.016;0.002
170.3345639705658;0.166;0.002
171.23360061645508;0.01;0.022
172.1240050792694;0.012;-0.002
173.00217485427856;-0.027;-0.041
173.8900761604309;0.006;0.002
174.7696714401245;0.021;0.002
175.64636707305908;-0.009;-0.002
176.5412905216217;-0.016;-0.041
177.4200119972229;-0.016;-0.025
178.30957460403442;0.07;0.002
179.19048261642456;0.022;0.002
180.0681655406952;0.01;0.002
180.95816683769226;-0.082;0.002
181.83814668655396;0.024;0.002
182.73090434074402;0.019;0.002
183.60967707633972;-0.009;-0.002
184.49927830696106;0.012;-0.002
185.57086420059204;-0.002;0.002
186.44939970970154;0.076;0.002
187.34065675735474;-0.031;-0.009
188.22386741638184;-0.0;-0.045
189.1127142906189;0.003;-0.002
189.99430775642395;0.001;0.026
190.87481904029846;-0.0;0.038
191.78831338882446;-0.005;-0.002
192.69386768341064;-0.106;0.002
193.61031436920166;0.003;-0.002
194.54800009727478;-0.013;-0.002
195.47665452957153;-0.006;0.054
196.3920121192932;-0.005;-0.002
197.311261177063;-0.003;0.002
198.2334108352661;0.009;-0.005
199.14953899383545;-0.051;-0.002
200.07458186149597;-0.011;0.002
200.99167156219482;0.17;0.006
201.91737937927246;0.146;0.046
202.83740401268005;0.091;0.046
203.75361967086792;0.089;-0.002
204.6784951686859;0.06;0.05
205.59968614578247;-0.03;0.046
206.43941283226013;0.027;0.05
207.26908898353577;0.006;-0.045
208.10311841964722;0.019;-0.002
209.14056658744812;0.045;0.046
209.97045612335205;0.01;-0.021
210.79986929893494;0.085;0.05
211.6349651813507;-0.075;-0.002
212.46549773216248;0.043;-0.005
213.30544066429138;-0.634;-0.002
214.1905837059021;0.004;-0.045
215.05584120750427;0.034;-0.002
215.92682576179504;0.001;-0.017
216.78864121437073;0.004;-0.037
217.65852069854736;-0.012;0.002
218.52146530151367;0.001;0.05
219.3834843635559;0.004;0.022
220.25790786743164;0.003;0.002
221.12025499343872;-0.003;0.042
221.9926836490631;-0.003;-0.005
222.85688972473145;-0.006;0.002
223.72853827476501;-0.005;-0.029
224.59563040733337;-0.118;-0.002
225.46166443824768;-0.003;0.05
226.33388495445251;-0.009;-0.002
227.19590187072754;-0.006;0.002
228.06847143173218;-0.006;-0.029
228.9342999458313;-0.002;-0.005
229.79684138298035;-0.003;0.002
230.67182540893555;-0.006;-0.029
231.5396032333374;-0.011;0.01
232.6101040840149;-0.006;-0.045
233.4746117591858;-0.002;0.002
234.33779048919678;0.003;0.002
235.2090654373169;-0.003;-0.029
236.07410216331482;-0.03;-0.002
236.9515244960785;-0.008;-0.049
237.81699180603027;-0.002;-0.002
238.69124007225037;-0.005;-0.045
239.5804488658905;0.001;0.026
