Time [s];Waga rybacka [kg];pressure_tank
0.5929913520812988;0.011;-0.119
1.5127074718475342;0.01;-0.124
2.3748669624328613;0.001;-0.119
3.292771339416504;0.011;-0.11
4.2108283042907715;0.01;-0.37
5.1468634605407715;0.007;-0.222
6.016895771026611;0.011;-0.267
6.8902952671051025;0.004;-0.401
7.802220344543457;0.004;-0.357
8.933585405349731;0.005;-0.083
9.768129348754883;0.008;-0.227
10.632821083068848;0.007;-0.03
11.499189853668213;0.001;0.069
12.366777420043945;0.007;-0.227
13.243258237838745;0.016;-0.384
14.174152851104736;0.004;-0.213
15.121506452560425;0.004;-0.442
16.057763814926147;0.005;-0.057
17.029058933258057;0.008;-0.186
17.991726875305176;0.007;-0.012
18.931095361709595;0.002;-0.012
19.87832021713257;0.01;-0.088
20.841657638549805;0.007;-0.451
21.83145499229431;0.002;-0.043
22.705803155899048;0.004;-0.222
23.582645893096924;0.013;-0.272
24.451712608337402;0.008;-0.074
25.344659090042114;0.005;-0.222
26.24426794052124;0.004;-0.222
27.13661813735962;0.002;-0.254
28.036587476730347;0.005;-0.258
28.929067373275757;0.001;-0.119
29.8541738986969;0.002;-0.254
30.772838354110718;0.007;-0.195
31.688127279281616;0.007;-0.379
32.81098031997681;0.005;-0.034
33.72637367248535;0.002;-0.366
34.675697565078735;0.008;-0.263
35.61326885223389;0.007;-0.249
36.5526397228241;0.005;-0.24
37.50164484977722;0.011;-0.307
38.44126558303833;0.001;-0.267
39.41529369354248;0.005;-0.182
40.3773078918457;0.002;-0.236
41.34911894798279;0.007;-0.021
42.31430435180664;0.008;-0.267
43.19472646713257;0.005;-0.204
44.06859469413757;0.001;-0.012
44.9413206577301;0.011;-0.231
45.82385039329529;-0.001;-0.227
46.712228775024414;0.008;-0.263
47.583362340927124;0.008;-0.227
48.44940543174744;0.004;-0.16
49.3361976146698;0.007;-0.204
50.23119616508484;0.01;-0.258
51.11774158477783;0.001;-0.473
52.03429388999939;0.005;0.06
52.939332008361816;0.01;-0.249
53.84784913063049;0.004;-0.052
54.75151872634888;0.004;-0.272
55.652730226516724;0.004;-0.258
56.76461720466614;0.01;-0.204
57.66534185409546;0.007;-0.155
58.59933614730835;0.007;-0.24
59.52227997779846;0.001;-0.227
60.445353269577026;0.001;-0.142
61.40269708633423;0.002;-0.303
62.35425901412964;0.002;-0.227
63.30588674545288;0.001;-0.034
64.24708867073059;0.01;-0.074
65.173504114151;0.004;-0.169
66.11388874053955;0.01;-0.249
67.03948211669922;0.013;-0.222
68.00461959838867;0.005;-0.124
68.9566261768341;0.005;-0.33
69.91609716415405;0.01;-0.419
70.8664116859436;0.005;-0.155
71.81241750717163;0.018;1.614
72.77989649772644;0.033;5.578
73.75001621246338;0.033;8.086
74.69605159759521;0.065;11.486
75.68481278419495;0.045;14.868
76.66101694107056;0.122;18.281
77.690016746521;0.121;29.308
78.64274382591248;0.145;24.937
79.59219455718994;0.185;26.16
80.7736701965332;0.183;28.31
81.71593999862671;0.238;29.47
82.66768836975098;0.256;30.881
83.50410056114197;0.274;31.893
84.33839154243469;0.305;32.995
85.19368839263916;0.311;33.868
86.05262422561646;0.323;34.751
86.91747403144836;0.366;35.396
87.78956365585327;0.374;36.287
88.65741968154907;0.379;37.151
89.53358006477356;0.423;37.998
90.38156414031982;0.426;38.706
91.23814105987549;0.439;39.463
92.08627891540527;0.489;40.112
92.95459151268005;0.519;40.829
93.7692289352417;0.498;41.424
94.61441564559937;0.519;41.926
95.43707728385925;0.534;42.526
96.27777099609375;0.541;43.225
97.11280512809753;0.565;43.816
97.9592535495758;0.571;44.264
98.80274152755737;0.605;44.842
99.66029238700867;0.61;45.362
100.50744366645813;0.642;45.805
101.36418724060059;0.68;46.356
102.22513175010681;0.705;46.849
103.0826244354248;0.7;47.346
104.15225744247437;0.727;47.95
105.02296233177185;0.739;48.457
105.8977575302124;0.752;48.855
106.76660966873169;0.761;49.317
107.64500403404236;0.788;49.751
108.53374600410461;0.801;50.154
109.41285037994385;0.813;50.571
110.30028557777405;0.827;50.974
111.14211535453796;0.838;51.368
111.97869515419006;0.865;51.767
112.82600808143616;0.868;52.17
113.66287088394165;0.88;52.479
114.51089310646057;0.902;52.877
115.37450408935547;0.919;53.276
116.24394679069519;0.926;53.585
117.10486388206482;0.935;53.988
