Time [s];Waga rybacka [kg];pressure_tank
0.015395641326904297;-0.001;-0.009
0.989905595779419;-0.01;-0.018
1.821596622467041;-0.002;0.045
2.717947483062744;-0.001;0.0
3.557857036590576;-0.005;0.005
4.435621023178101;-0.004;0.005
5.245534658432007;-0.004;-0.022
6.0694663524627686;0.011;-0.018
6.932087659835815;-0.005;-0.013
7.798945903778076;-0.005;0.009
8.694706439971924;-0.002;0.0
9.605033159255981;0.001;-0.004
10.429215908050537;-0.007;-0.022
11.261942148208618;-0.002;0.032
12.093371152877808;-0.008;-0.009
12.947850704193115;0.005;-0.031
13.816258192062378;-0.004;0.005
14.699984073638916;-0.01;0.054
15.545609951019287;-0.008;-0.036
16.41997718811035;0.008;0.04
17.273737907409668;0.002;0.0
18.13457989692688;-0.01;0.0
18.99665379524231;-0.001;0.0
19.852850198745728;0.007;-0.004
20.740848302841187;-0.001;0.04
21.530322790145874;-0.005;-0.004
22.315902709960938;0.002;0.005
23.10855984687805;-0.002;-0.018
23.900618314743042;0.005;0.045
24.721144676208496;-0.002;0.04
25.53165864944458;-0.001;-0.018
26.340441942214966;-0.007;0.049
27.158089876174927;-0.001;0.005
27.967333793640137;0.001;-0.036
28.790372610092163;-0.007;-0.009
29.62761926651001;-0.004;-0.031
30.47207236289978;0.002;-0.013
31.448975801467896;0.002;-0.022
32.28477096557617;-0.002;0.0
33.13079595565796;-0.002;-0.013
33.967339277267456;0.001;-0.04
34.84087085723877;-0.002;0.049
35.701414346694946;-0.005;0.049
36.56171774864197;-0.011;0.045
37.43062901496887;-0.013;-0.013
38.29141426086426;0.005;-0.009
39.18645739555359;-0.001;-0.036
40.070436000823975;-0.002;-0.013
40.96859693527222;-0.002;-0.027
41.763251304626465;-0.002;0.018
42.55835843086243;-0.002;0.009
43.36464047431946;0.004;-0.009
44.16274809837341;-0.004;0.023
44.96190428733826;-0.007;0.032
45.765904903411865;-0.004;-0.036
46.56554675102234;0.002;-0.036
47.36428713798523;0.001;-0.018
48.17195510864258;0.005;-0.013
49.000993728637695;0.005;0.027
49.83224606513977;0.005;-0.004
50.653539180755615;-0.004;0.0
51.47439408302307;0.001;-0.004
52.30452346801758;0.008;-0.04
53.125606536865234;-0.004;-0.036
54.107890129089355;-0.001;-0.009
54.930158615112305;-0.004;-0.013
55.75233054161072;0.001;0.0
56.582730770111084;0.001;-0.018
57.407872676849365;-0.001;-0.009
58.2634596824646;0.001;-0.036
59.11524772644043;0.005;0.0
59.97177171707153;-0.002;0.0
60.82049751281738;-0.002;0.018
