;Time;Thrust;BEM pressure;N2O pressure;N2OWeigth
0;0.0;0.0;0.0;0.0;0.0
1;0.01649785041809082;0.0;0.0;0.0;0.0
2;0.03076624870300293;0.0;0.0;0.0;0.0
3;0.04511308670043945;0.0;0.0;0.0;0.0
4;0.059255361557006836;0.0;0.0;0.0;0.0
5;0.07353401184082031;0.0;0.0;0.0;0.0
6;0.08770370483398438;0.0;0.0;0.0;0.0
7;0.10197305679321289;0.0;0.0;0.0;0.0
8;0.11613273620605469;0.0;0.0;0.0;0.0
9;0.13036632537841797;0.0;0.0;0.0;0.0
10;0.14456796646118164;0.0;0.0;0.0;0.0
11;0.15870976448059082;0.0;0.0;0.0;0.0
12;0.18127655982971191;0.0;0.0;0.0;0.0
13;0.19543218612670898;0.0;0.0;0.0;0.0
14;0.2095956802368164;0.0;0.0;0.0;0.0
15;0.22396421432495117;0.0;0.0;0.0;0.0
16;0.2382059097290039;0.0;0.0;0.0;0.0
17;0.2523665428161621;0.0;0.0;0.0;0.0
18;0.2665250301361084;0.0;0.0;0.0;0.0
19;0.28082871437072754;0.0;0.0;0.0;0.0
20;0.29505419731140137;0.0;0.0;0.0;0.0
21;0.30921173095703125;0.0;0.0;0.0;0.0
22;0.3235175609588623;0.0;0.0;0.0;0.0
23;0.33769989013671875;0.0;0.0;0.0;0.0
24;0.35195279121398926;0.0;0.0;0.0;0.0
25;0.36610937118530273;0.0;0.0;0.0;0.0
26;0.38034892082214355;0.0;0.0;0.0;0.0
27;0.3945803642272949;0.0;0.0;0.0;0.0
28;0.4086182117462158;0.0;0.0;0.0;0.0
29;0.42276787757873535;0.0;0.0;0.0;0.0
30;0.43700218200683594;0.0;0.0;0.0;0.0
31;0.45123887062072754;0.0;0.0;0.0;0.0
32;0.4654502868652344;0.0;0.0;0.0;0.0
33;0.47962212562561035;0.0;0.0;0.0;0.0
34;0.49396371841430664;0.0;0.0;0.0;0.0
35;0.5081942081451416;0.0;0.0;0.0;0.0
36;0.5223989486694336;0.0;0.0;0.0;0.0
37;0.5365962982177734;0.0;0.0;0.0;0.0
38;0.550835132598877;0.0;0.0;0.0;0.0
39;0.5651435852050781;0.0;0.0;0.0;0.0
40;0.5793311595916748;0.0;0.0;0.0;0.0
41;0.5936026573181152;0.0;0.0;0.0;0.0
42;0.6077501773834229;0.0;0.0;0.0;0.0
43;0.621981143951416;0.0;0.0;0.0;0.0
44;0.6361827850341797;0.0;0.0;0.0;0.0
45;0.6503481864929199;0.0;0.0;0.0;0.0
46;0.6661508083343506;0.0;0.0;0.0;0.0
47;0.6847856044769287;0.0;0.0;0.0;0.0
48;0.7032985687255859;0.0;0.0;0.0;0.0
49;0.7218420505523682;0.0;0.0;0.0;0.0
50;0.740405797958374;0.0;0.0;0.0;0.0
51;0.7589707374572754;0.0;0.0;0.0;0.0
52;0.7776243686676025;0.0;0.0;0.0;0.0
53;0.796241283416748;0.0;0.0;0.0;0.0
54;0.8148210048675537;0.0;0.0;0.0;0.0
55;0.8333368301391602;0.0;0.0;0.0;0.0
56;0.8519206047058105;0.0;0.0;0.0;0.0
57;0.8707535266876221;0.0;0.0;0.0;0.0
58;0.8893940448760986;0.0;0.0;0.0;0.0
59;0.9077949523925781;0.0;0.0;0.0;0.0
60;0.9263796806335449;0.0;0.0;0.0;0.0
61;0.9449794292449951;0.0;0.0;0.0;0.0
62;0.9744117259979248;0.0;0.0;0.0;0.0
63;0.9931995868682861;0.0;0.0;0.0;0.0
64;1.011824369430542;0.0;0.0;0.0;0.0
65;1.085200309753418;0.0;0.0;0.0;0.0
66;1.0994501113891602;0.0;0.0;0.0;0.0
67;1.1137785911560059;0.0;0.0;0.0;0.0
68;1.1280028820037842;0.0;0.0;0.0;0.0
69;1.14219069480896;0.0;0.0;0.0;0.0
70;1.1563341617584229;0.0;0.0;0.0;0.0
71;1.1705598831176758;0.0;0.0;0.0;0.0
72;1.1848804950714111;0.0;0.0;0.0;0.0
73;1.1990349292755127;0.0;0.0;0.0;0.0
74;1.2131857872009277;0.0;0.0;0.0;0.0
75;1.2275512218475342;0.0;0.0;0.0;0.0
76;1.2429988384246826;0.0;0.0;0.0;0.0
77;1.2572345733642578;0.0;0.0;0.0;0.0
78;1.2715659141540527;0.0;0.0;0.0;0.0
79;1.2857515811920166;0.0;0.0;0.0;0.0
80;1.2999463081359863;0.0;0.0;0.0;0.0
81;1.3141758441925049;0.0;0.0;0.0;0.0
82;1.3284754753112793;0.0;0.0;0.0;0.0
83;1.3426580429077148;0.0;0.0;0.0;0.0
84;1.3568074703216553;0.0;0.0;0.0;0.0
85;1.3798985481262207;0.0;0.0;0.0;0.0
86;1.394146203994751;0.0;0.0;0.0;0.0
87;1.4083447456359863;0.0;0.0;0.0;0.0
88;1.4227125644683838;0.0;0.0;0.0;0.0
89;1.4369690418243408;0.0;0.0;0.0;0.0
90;1.4511935710906982;0.0;0.0;0.0;0.0
91;1.4653682708740234;0.0;0.0;0.0;0.0
92;1.479543685913086;0.0;0.0;0.0;0.0
93;1.4937834739685059;0.0;0.0;0.0;0.0
94;1.5080900192260742;0.0;0.0;0.0;0.0
95;1.522261619567871;0.0;0.0;0.0;0.0
96;1.536478042602539;0.0;0.0;0.0;0.0
97;1.5508248805999756;0.0;0.0;0.0;0.0
98;1.5650413036346436;0.0;0.0;0.0;0.0
99;1.5792298316955566;0.0;0.0;0.0;0.0
100;1.593524694442749;0.0;0.0;0.0;0.0
101;1.6077311038970947;0.0;0.0;0.0;0.0
102;1.621980905532837;0.0;0.0;0.0;0.0
103;1.6361262798309326;0.0;0.0;0.0;0.0
104;1.650305986404419;0.0;0.0;0.0;0.0
105;1.6739487648010254;0.0;0.0;0.0;0.0
106;1.688265323638916;0.0;0.0;0.0;0.0
107;1.7024941444396973;0.0;0.0;0.0;0.0
108;1.7166836261749268;0.0;0.0;0.0;0.0
109;1.731004238128662;0.0;0.0;0.0;0.0
110;1.7451798915863037;0.0;0.0;0.0;0.0
111;1.7593724727630615;0.0;0.0;0.0;0.0
112;1.7746610641479492;0.0;0.0;0.0;0.0
113;1.7932610511779785;0.0;0.0;0.0;0.0
114;1.8119006156921387;0.0;0.0;0.0;0.0
115;1.830486536026001;0.0;0.0;0.0;0.0
116;1.8491802215576172;0.0;0.0;0.0;0.0
117;1.8677330017089844;0.0;0.0;0.0;0.0
118;1.886366844177246;0.0;0.0;0.0;0.0
119;1.905010461807251;0.0;0.0;0.0;0.0
120;1.9237360954284668;0.0;0.0;0.0;0.0
121;1.9422800540924072;0.0;0.0;0.0;0.0
122;1.9609148502349854;0.0;0.0;0.0;0.0
123;1.9796297550201416;0.0;0.0;0.0;0.0
124;1.998274564743042;0.0;0.0;0.0;0.0
125;2.0168442726135254;0.0;0.0;0.0;0.0
126;2.0356929302215576;0.0;0.0;0.0;0.0
127;2.054226875305176;0.0;0.0;0.0;0.0
128;2.072793483734131;0.0;0.0;0.0;0.0
129;2.0914483070373535;0.0;0.0;0.0;0.0
130;2.1099863052368164;0.0;0.0;0.0;0.0
131;2.128657817840576;0.0;0.0;0.0;0.0
132;2.1472787857055664;0.0;0.0;0.0;0.0
133;2.1774346828460693;0.0;0.0;0.0;0.0
134;2.196350574493408;0.0;0.0;0.0;0.0
135;2.214996337890625;0.0;0.0;0.0;0.0
136;2.233689308166504;0.0;0.0;0.0;0.0
137;2.2522640228271484;0.0;0.0;0.0;0.0
138;2.2740249633789062;0.0;0.0;0.0;0.0
139;2.2925527095794678;0.0;0.0;0.0;0.0
140;2.3111226558685303;0.0;0.0;0.0;0.0
141;2.329683303833008;0.0;0.0;0.0;0.0
142;2.348273992538452;0.0;0.0;0.0;0.0
143;2.3667757511138916;0.0;0.0;0.0;0.0
144;2.3853254318237305;0.0;0.0;0.0;0.0
145;2.403841495513916;0.0;0.0;0.0;0.0
146;2.4223520755767822;0.0;0.0;0.0;0.0
147;2.4409139156341553;0.0;0.0;0.0;0.0
148;2.459481716156006;0.0;0.0;0.0;0.0
149;2.4779393672943115;0.0;0.0;0.0;0.0
150;2.4965450763702393;0.0;0.0;0.0;0.0
151;2.515152931213379;0.0;0.0;0.0;0.0
152;2.5337326526641846;0.0;0.0;0.0;0.0
153;2.5522336959838867;0.0;0.0;0.0;0.0
154;2.5809547901153564;0.0;0.0;0.0;0.0
155;2.5954883098602295;0.0;0.0;0.0;0.0
156;2.6096670627593994;0.0;0.0;0.0;0.0
157;2.6238865852355957;0.0;0.0;0.0;0.0
158;2.638073205947876;0.0;0.0;0.0;0.0
159;2.6521947383880615;0.0;0.0;0.0;0.0
160;2.6664063930511475;0.0;0.0;0.0;0.0
161;2.6806399822235107;0.0;0.0;0.0;0.0
162;2.6948964595794678;0.0;0.0;0.0;0.0
163;2.7090630531311035;0.0;0.0;0.0;0.0
164;2.723254680633545;0.0;0.0;0.0;0.0
165;2.737434148788452;0.0;0.0;0.0;0.0
166;2.7516908645629883;0.0;0.0;0.0;0.0
167;2.765864372253418;0.0;0.0;0.0;0.0
168;2.7800211906433105;0.0;0.0;0.0;0.0
169;2.7943105697631836;0.0;0.0;0.0;0.0
170;2.8085062503814697;0.0;0.0;0.0;0.0
171;2.822659730911255;0.0;0.0;0.0;0.0
172;2.8368256092071533;0.0;0.0;0.0;0.0
173;2.8510711193084717;0.0;0.0;0.0;0.0
174;2.865234613418579;0.0;0.0;0.0;0.0
175;2.879408359527588;0.0;0.0;0.0;0.0
176;2.893667697906494;0.0;0.0;0.0;0.0
177;2.90777850151062;0.0;0.0;0.0;0.0
178;2.9220099449157715;0.0;0.0;0.0;0.0
179;2.9361915588378906;0.0;0.0;0.0;0.0
180;2.9503860473632812;0.0;0.0;0.0;0.0
181;2.9646406173706055;0.0;0.0;0.0;0.0
182;2.9788053035736084;0.0;0.0;0.0;0.0
183;2.9930107593536377;0.0;0.0;0.0;0.0
184;3.00726056098938;0.0;0.0;0.0;0.0
185;3.0214691162109375;0.0;0.0;0.0;0.0
186;3.0356316566467285;0.0;0.0;0.0;0.0
187;3.0497941970825195;0.0;0.0;0.0;0.0
188;3.064028739929199;0.0;0.0;0.0;0.0
189;3.0782394409179688;0.0;0.0;0.0;0.0
190;3.092426061630249;0.0;0.0;0.0;0.0
191;3.1065826416015625;0.0;0.0;0.0;0.0
192;3.1208062171936035;0.0;0.0;0.0;0.0
193;3.1350247859954834;0.0;0.0;0.0;0.0
194;3.1491575241088867;0.0;0.0;0.0;0.0
195;3.1633079051971436;0.0;0.0;0.0;0.0
196;3.177476644515991;0.0;0.0;0.0;0.0
197;3.1917524337768555;0.0;0.0;0.0;0.0
198;3.2059109210968018;0.0;0.0;0.0;0.0
199;3.2200703620910645;0.0;0.0;0.0;0.0
200;3.2343249320983887;0.0;0.0;0.0;0.0
201;3.2485594749450684;0.0;0.0;0.0;0.0
202;3.2627463340759277;0.0;0.0;0.0;0.0
203;3.2769646644592285;0.0;0.0;0.0;0.0
204;3.2947044372558594;0.0;0.0;0.0;0.0
205;3.313215494155884;0.0;0.0;0.0;0.0
206;3.3318469524383545;0.0;0.0;0.0;0.0
207;3.3504629135131836;0.0;0.0;0.0;0.0
208;3.3804922103881836;0.0;0.0;0.0;0.0
209;3.395075798034668;0.0;0.0;0.0;0.0
210;3.4091944694519043;0.0;0.0;0.0;0.0
211;3.423370838165283;0.0;0.0;0.0;0.0
212;3.437561511993408;0.0;0.0;0.0;0.0
213;3.451802968978882;0.0;0.0;0.0;0.0
214;3.4659688472747803;0.0;0.0;0.0;0.0
215;3.480147361755371;0.0;0.0;0.0;0.0
216;3.4944019317626953;0.0;0.0;0.0;0.0
217;3.5086445808410645;0.0;0.0;0.0;0.0
218;3.5229249000549316;0.0;0.0;0.0;0.0
219;3.537151575088501;0.0;0.0;0.0;0.0
220;3.5514471530914307;0.0;0.0;0.0;0.0
221;3.5656397342681885;0.0;0.0;0.0;0.0
222;3.579801559448242;0.0;0.0;0.0;0.0
223;3.5940749645233154;0.0;0.0;0.0;0.0
224;3.6104726791381836;0.0;0.0;0.0;0.0
225;3.6247072219848633;0.0;0.0;0.0;0.0
226;3.638875722885132;0.0;0.0;0.0;0.0
227;3.653043508529663;0.0;0.0;0.0;0.0
228;3.6672720909118652;0.0;0.0;0.0;0.0
229;3.6817705631256104;0.0;0.0;0.0;0.0
230;3.6959633827209473;0.0;0.0;0.0;0.0
231;3.7101056575775146;0.0;0.0;0.0;0.0
232;3.724344491958618;0.0;0.0;0.0;0.0
233;3.738556146621704;0.0;0.0;0.0;0.0
234;3.75274658203125;0.0;0.0;0.0;0.0
235;3.766951322555542;0.0;0.0;0.0;0.0
236;3.7893712520599365;0.0;0.0;0.0;0.0
237;3.8036386966705322;0.0;0.0;0.0;0.0
238;3.817793369293213;0.0;0.0;0.0;0.0
239;3.832016944885254;0.0;0.0;0.0;0.0
240;3.8461785316467285;0.0;0.0;0.0;0.0
241;3.8603830337524414;0.0;0.0;0.0;0.0
242;3.8746178150177;0.0;0.0;0.0;0.0
243;3.8888142108917236;0.0;0.0;0.0;0.0
244;3.902971029281616;0.0;0.0;0.0;0.0
245;3.917203664779663;0.0;0.0;0.0;0.0
246;3.931436061859131;0.0;0.0;0.0;0.0
247;3.9455838203430176;0.0;0.0;0.0;0.0
248;3.9597342014312744;0.0;0.0;0.0;0.0
249;3.9738967418670654;0.0;0.0;0.0;0.0
250;3.9880943298339844;0.0;0.0;0.0;0.0
251;4.002274990081787;0.0;0.0;0.0;0.0
252;4.0352842807769775;0.0;0.0;0.0;0.0
253;4.0494771003723145;0.0;0.0;0.0;0.0
254;4.063661813735962;0.0;0.0;0.0;0.0
255;4.077776193618774;0.0;0.0;0.0;0.0
256;4.092743873596191;0.0;0.0;0.0;0.0
257;4.111460447311401;0.0;0.0;0.0;0.0
258;4.129899501800537;0.0;0.0;0.0;0.0
259;4.148370027542114;0.0;0.0;0.0;0.0
260;4.166759014129639;0.0;0.0;0.0;0.0
261;4.185491561889648;0.0;0.0;0.0;0.0
262;4.2041425704956055;0.0;0.0;0.0;0.0
263;4.222580432891846;0.0;0.0;0.0;0.0
264;4.241229057312012;0.0;0.0;0.0;0.0
265;4.259668827056885;0.0;0.0;0.0;0.0
266;4.278310537338257;0.0;0.0;0.0;0.0
267;4.296881198883057;0.0;0.0;0.0;0.0
268;4.315515995025635;0.0;0.0;0.0;0.0
269;4.334115028381348;0.0;0.0;0.0;0.0
270;4.3526318073272705;0.0;0.0;0.0;0.0
271;4.371147394180298;0.0;0.0;0.0;0.0
272;4.3896143436431885;0.0;0.0;0.0;0.0
273;4.407999038696289;0.0;0.0;0.0;0.0
274;4.426532745361328;0.0;0.0;0.0;0.0
275;4.445039510726929;0.0;0.0;0.0;0.0
276;4.463553428649902;0.0;0.0;0.0;0.0
277;4.4820802211761475;0.0;0.0;0.0;0.0
278;4.500852823257446;0.0;0.0;0.0;0.0
279;4.519475698471069;0.0;0.0;0.0;0.0
280;4.5379064083099365;0.0;0.0;0.0;0.0
281;4.556416034698486;0.0;0.0;0.0;0.0
282;4.585426330566406;0.0;0.0;0.0;0.0
283;4.601398229598999;0.0;0.0;0.0;0.0
284;4.624300956726074;0.0;0.0;0.0;0.0
285;4.638471603393555;0.0;0.0;0.0;0.0
286;4.652489185333252;0.0;0.0;0.0;0.0
287;4.666557788848877;0.0;0.0;0.0;0.0
288;4.680696487426758;0.0;0.0;0.0;0.0
289;4.69486403465271;0.0;0.0;0.0;0.0
290;4.708958625793457;0.0;0.0;0.0;0.0
291;4.723200082778931;0.0;0.0;0.0;0.0
292;4.737367630004883;0.0;0.0;0.0;0.0
293;4.751540422439575;0.0;0.0;0.0;0.0
294;4.765645980834961;0.0;0.0;0.0;0.0
295;4.779744386672974;0.0;0.0;0.0;0.0
296;4.793898105621338;0.0;0.0;0.0;0.0
297;4.808049917221069;0.0;0.0;0.0;0.0
298;4.822166442871094;0.0;0.0;0.0;0.0
299;4.836240768432617;0.0;0.0;0.0;0.0
300;4.850385665893555;0.0;0.0;0.0;0.0
301;4.864569902420044;0.0;0.0;0.0;0.0
302;4.87868070602417;0.0;0.0;0.0;0.0
303;4.892805337905884;0.0;0.0;0.0;0.0
304;4.906966924667358;0.0;0.0;0.0;0.0
305;4.921169281005859;0.0;0.0;0.0;0.0
306;4.935259103775024;0.0;0.0;0.0;0.0
307;4.949355602264404;0.0;0.0;0.0;0.0
308;4.963546276092529;0.0;0.0;0.0;0.0
309;4.989450454711914;0.0;0.0;0.0;0.0
310;5.0036537647247314;0.0;0.0;0.0;0.0
311;5.017732381820679;0.0;0.0;0.0;0.0
312;5.031887054443359;0.0;0.0;0.0;0.0
313;5.045976638793945;0.0;0.0;0.0;0.0
314;5.060059309005737;0.0;0.0;0.0;0.0
315;5.074233770370483;0.0;0.0;0.0;0.0
316;5.088359355926514;0.0;0.0;0.0;0.0
317;5.102478981018066;0.0;0.0;0.0;0.0
318;5.116553544998169;0.0;0.0;0.0;0.0
319;5.130722284317017;0.0;0.0;0.0;0.0
320;5.144836664199829;0.0;0.0;0.0;0.0
321;5.158855199813843;0.0;0.0;0.0;0.0
322;5.17297101020813;0.0;0.0;0.0;0.0
323;5.187122583389282;0.0;0.0;0.0;0.0
324;5.201275110244751;0.0;0.0;0.0;0.0
325;5.215337514877319;0.0;0.0;0.0;0.0
326;5.229409217834473;0.0;0.0;0.0;0.0
327;5.244521856307983;0.0;0.0;0.0;0.0
328;5.258633613586426;0.0;0.0;0.0;0.0
329;5.272753000259399;0.0;0.0;0.0;0.0
330;5.2868077754974365;0.0;0.0;0.0;0.0
331;5.301427364349365;0.0;0.0;0.0;0.0
332;5.319928884506226;0.0;0.0;0.0;0.0
333;5.338467836380005;0.0;0.0;0.0;0.0
334;5.356921434402466;0.0;0.0;0.0;0.0
335;5.375468492507935;0.0;0.0;0.0;0.0
336;5.393977165222168;0.0;0.0;0.0;0.0
337;5.412412166595459;0.0;0.0;0.0;0.0
338;5.430945634841919;0.0;0.0;0.0;0.0
339;5.449485540390015;0.0;0.0;0.0;0.0
340;5.4679272174835205;0.0;0.0;0.0;0.0
341;5.486462116241455;0.0;0.0;0.0;0.0
342;5.505080699920654;0.0;0.0;0.0;0.0
343;5.523671627044678;0.0;0.0;0.0;0.0
344;5.542186498641968;0.0;0.0;0.0;0.0
345;5.560736179351807;0.0;0.0;0.0;0.0
