Time [s];Waga rybacka [kg];pressure_tank
0.027244091033935547;0.006;-0.0
0.8970410823822021;-0.001;-0.032
1.7388699054718018;0.0;-0.04
2.6591506004333496;0.006;-0.028
3.5212950706481934;0.002;-0.0
4.4170143604278564;-0.001;-0.04
5.260030031204224;0.006;-0.004
6.1119489669799805;0.008;-0.0
6.961896896362305;0.006;-0.0
7.8253209590911865;0.006;0.004
8.680007457733154;0.003;-0.004
9.430367708206177;-0.007;0.008
10.240152359008789;0.006;-0.004
11.055206298828125;0.0;-0.04
11.870402336120605;0.005;0.004
12.716398239135742;0.011;1.089
13.58687162399292;0.006;2.159
14.44774079322815;0.011;3.045
15.329716920852661;0.03;4.659
16.2367000579834;0.045;6.11
17.1101131439209;0.046;8.082
17.99810004234314;0.051;9.927
18.84084153175354;0.046;12.05
19.827739477157593;0.111;15.588
20.738681316375732;0.109;15.54
21.556747674942017;0.16;16.613
22.381982803344727;0.149;17.512
23.199662446975708;0.158;18.001
24.005635499954224;0.131;17.953
24.832693338394165;0.16;17.897
25.667686939239502;0.133;17.774
26.496193170547485;0.136;17.687
27.332294702529907;0.137;17.858
28.16164779663086;0.13;17.699
28.99829411506653;0.143;17.687
29.852245092391968;0.139;17.742
30.71209979057312;0.139;17.782
31.56458568572998;0.13;17.687
32.42447781562805;0.128;17.687
33.276779890060425;0.133;17.595
34.137401819229126;0.14;17.687
35.0131938457489;0.146;17.818
35.89745211601257;0.143;18.756
36.77247500419617;0.163;19.639
37.66871166229248;0.155;20.442
38.524011850357056;0.161;21.324
39.4019296169281;0.175;22.135
40.43148398399353;0.19;22.31
41.314746141433716;0.19;22.756
42.11915731430054;0.236;22.895
42.89316368103027;0.23;23.209
43.659424781799316;0.236;23.435
44.41704058647156;0.297;23.71
45.20136475563049;0.279;24.016
46.00414443016052;0.309;24.366
46.79464864730835;0.34;24.751
47.608070373535156;0.378;25.029
48.427154541015625;0.385;25.355
49.26517295837402;0.349;25.701
50.10703802108765;0.434;25.968
50.91109228134155;0.388;26.333
51.71120309829712;0.455;26.699
52.503732681274414;0.463;26.97
53.304057359695435;0.487;27.299
54.11055111885071;0.481;27.518
54.91368627548218;0.445;27.864
55.73966455459595;0.487;28.043
56.5852689743042;0.53;28.369
57.43071627616882;0.49;28.667
58.307138204574585;0.551;28.981
59.18826198577881;0.539;29.112
60.06040906906128;0.612;29.438
60.946224212646484;0.576;29.697
61.99494528770447;0.591;30.003
62.879783391952515;0.663;30.249
63.7689950466156;0.667;30.496
64.6675341129303;0.669;30.718
65.57018613815308;0.661;30.989
66.46568775177002;0.669;31.247
67.37057423591614;0.687;31.446
68.29074239730835;0.718;31.625
69.2174596786499;0.74;31.939
70.13874864578247;0.749;32.134
71.06550312042236;0.764;32.396
71.99863958358765;0.782;32.587
72.93703198432922;0.794;32.833
73.87041449546814;0.81;33.016
74.8099730014801;0.858;33.287
75.7075047492981;0.831;33.469
76.61515164375305;0.88;33.64
77.54192614555359;0.879;33.911
78.47166633605957;0.886;34.094
79.39516806602478;0.897;34.276
80.32557845115662;0.931;34.447
81.24764108657837;0.936;34.718
82.34040236473083;0.973;34.992
83.18466711044312;0.986;35.243
84.02764558792114;1.0;35.402
84.87786102294922;1.01;35.616
85.7214241027832;1.021;35.787
86.57425808906555;1.043;35.966
87.41832494735718;1.052;36.232
88.27237915992737;1.077;36.423
89.11647391319275;1.082;36.686
89.96135449409485;1.106;36.789
90.81517767906189;1.106;37.039
91.66129446029663;1.125;37.298
92.51632118225098;1.136;37.481
93.3613555431366;1.155;37.576
94.22106957435608;1.173;37.747
95.08641171455383;1.191;38.021
95.94423842430115;1.198;38.192
96.84739017486572;1.215;38.371
97.73923659324646;1.212;38.518
