Time [s];Waga rybacka [kg];pressure_tank
0.03978228569030762;0.004;-0.003
1.066920280456543;0.007;-0.007
1.9463708400726318;0.003;-0.016
2.8958487510681152;-0.003;0.033
3.7501540184020996;0.002;0.006
4.610757112503052;0.003;0.002
5.364395618438721;0.002;-0.012
6.1419878005981445;0.003;-0.043
6.999406099319458;0.012;-0.007
7.894894361495972;0.006;0.53
8.91381049156189;0.016;2.846
9.743117094039917;0.019;4.342
10.560456275939941;0.034;6.268
11.409005641937256;0.033;8.355
12.232801914215088;0.054;10.228
13.076907634735107;0.07;12.902
13.944385528564453;0.045;16.006
14.849419116973877;0.094;34.021
15.730159282684326;0.105;29.68
16.62907099723816;0.169;24.041
17.548215627670288;0.199;24.44
18.454323291778564;0.232;25.367
19.340197324752808;0.22;26.379
20.22562575340271;0.215;27.074
21.114327430725098;0.227;27.159
21.90758204460144;0.233;27.244
22.69442915916443;0.226;27.257
23.48895835876465;0.23;27.262
24.27502989768982;0.232;27.262
25.09316897392273;0.235;27.257
25.902246713638306;0.229;27.253
26.71088409423828;0.232;27.459
27.52671790122986;0.236;27.163
28.336947202682495;0.239;27.262
29.311110019683838;0.241;27.262
30.15502619743347;0.232;27.244
31.019689321517944;0.247;27.257
31.8619065284729;0.23;27.365
32.713050842285156;0.235;27.356
33.55539298057556;0.239;27.257
34.430025577545166;0.236;27.297
35.29409599304199;0.238;27.253
36.20004200935364;0.232;27.36
37.07607650756836;0.235;27.36
37.96090126037598;0.236;27.365
38.83692812919617;0.238;27.356
39.754252433776855;0.232;27.392
40.65552735328674;0.229;27.396
41.56471395492554;0.236;27.365
42.376962423324585;0.235;27.257
43.19801378250122;0.232;27.459
44.01073384284973;0.232;28.001
44.82414102554321;0.232;28.767
45.64574193954468;0.221;29.577
46.45972013473511;0.248;30.599
47.283037185668945;0.26;31.499
48.09877872467041;0.263;32.112
48.935219049453735;0.259;32.708
49.93088960647583;0.299;33.416
50.79251265525818;0.331;33.953
51.64904427528381;0.355;34.41
52.51214337348938;0.391;34.925
53.394519567489624;0.425;35.499
54.234875202178955;0.45;35.911
55.07215976715088;0.466;36.412
55.90097904205322;0.486;36.802
56.7422513961792;0.51;37.313
57.5908100605011;0.533;37.814
58.45607304573059;0.565;38.316
59.342639207839966;0.581;38.822
60.23009657859802;0.594;39.36
61.12312030792236;0.621;39.736
62.00784468650818;0.649;40.135
62.90253710746765;0.669;40.529
63.8011908531189;0.677;40.936
64.6622531414032;0.694;41.398
65.51863074302673;0.728;41.734
66.38275289535522;0.737;42.065
67.23605537414551;0.77;42.54
68.11946630477905;0.777;42.844
69.00650835037231;0.799;43.243
69.88636112213135;0.823;43.557
70.89313840866089;0.844;44.04
71.72955012321472;0.859;44.448
72.57536745071411;0.875;44.856
73.41382384300232;0.905;45.254
74.24972891807556;0.917;45.59
75.09425830841064;0.94;45.962
75.93386268615723;0.951;46.374
76.78754734992981;0.976;46.714
77.659423828125;0.988;47.109
78.53719592094421;1.016;47.561
79.41379499435425;1.027;47.969
80.30423378944397;1.041;48.372
81.18381667137146;1.059;48.676
82.0744698047638;1.08;49.07
82.86776757240295;1.087;49.469
83.66241502761841;1.11;49.769
84.46257138252258;1.119;50.074
85.25673604011536;1.129;50.378
86.05892038345337;1.135;50.696
86.8536479473114;1.151;50.987
87.6701979637146;1.171;51.279
88.50691556930542;1.182;51.686
89.34403014183044;1.194;51.883
90.18945026397705;1.209;52.116
91.02798700332642;1.209;52.398
92.04501867294312;1.23;52.788
92.88271570205688;1.245;53.075
93.72046709060669;1.257;53.299
94.56418895721436;1.261;53.594
95.4030909538269;1.27;53.796
96.27805805206299;1.289;53.997
97.14048075675964;1.288;54.226
98.00206184387207;1.297;54.436
98.87282872200012;1.31;54.701
99.7362310886383;1.325;54.817
100.60738015174866;1.327;55.041
101.47230935096741;1.33;55.099
102.34405040740967;1.334;55.39
103.22203874588013;1.347;55.502
104.09572196006775;1.359;55.699
104.9792070388794;1.359;55.865
105.85771131515503;1.361;55.897
106.70731854438782;1.373;56.0
107.5527822971344;1.383;56.206
108.39530181884766;1.39;56.241
109.24433755874634;1.396;56.3
110.0866265296936;1.387;56.398
110.94451427459717;1.404;56.497
111.78821778297424;1.402;56.595
112.64043188095093;1.402;56.698
113.48640537261963;1.411;56.797
114.32940149307251;1.411;56.801
115.37601852416992;1.41;56.792
116.2407591342926;1.419;56.9
117.11143922805786;1.42;56.949
117.98002076148987;1.431;56.994
118.85513377189636;1.426;56.958
119.72204184532166;1.432;57.101
120.6015796661377;1.432;57.101
121.48318195343018;1.435;57.097
122.35766196250916;1.435;57.097
123.23864650726318;1.439;57.155
124.1200122833252;1.444;57.11
125.0060224533081;1.45;57.195
125.89270806312561;1.444;57.2
126.78324627876282;1.442;57.231
127.66237449645996;1.442;57.195
128.550772190094;1.45;57.254
129.43010663986206;1.463;57.272
130.3182234764099;1.451;57.294
131.19979739189148;1.457;57.294
132.08807730674744;1.462;57.294
132.97045516967773;1.463;57.393
133.85694766044617;1.46;57.298
134.76063513755798;1.468;57.294
135.6716456413269;1.469;57.388
136.75634288787842;1.471;57.339
137.6585123538971;1.468;57.388
138.56602692604065;1.475;57.388
139.47074675559998;1.48;57.393
140.38063263893127;1.475;57.388
141.28788447380066;1.472;57.384
142.20185732841492;1.475;57.388
143.10496139526367;1.48;57.393
144.05915021896362;1.468;57.393
144.9648928642273;1.481;57.388
145.87717080116272;1.486;57.393
146.78242444992065;1.478;57.33
147.70012664794922;1.48;57.29
148.61941576004028;1.474;57.195
149.5671684741974;1.481;57.195
150.47440648078918;1.477;57.2
151.38850617408752;1.477;57.195
152.2947609424591;1.484;57.092
153.2211365699768;1.478;57.097
154.1490137577057;1.472;57.101
155.0848515033722;1.475;57.097
156.01639103889465;1.474;56.994
157.13494992256165;1.472;56.998
158.0633203983307;1.481;56.913
158.99757266044617;1.475;56.945
159.92666673660278;1.478;56.9
160.86091446876526;1.477;56.904
161.79013991355896;1.478;56.9
162.72766876220703;1.478;56.895
163.65578651428223;1.484;56.9
164.59472608566284;1.48;56.895
165.48878002166748;1.474;56.9
166.3832094669342;1.478;56.801
167.27021527290344;1.475;56.797
168.18790769577026;1.484;56.801
169.10044169425964;1.486;56.801
170.0391025543213;1.475;56.801
