Time [s];Waga rybacka [kg];pressure_tank
0.031096696853637695;-0.028;0.038
1.0474698543548584;0.013;-0.037
1.9061086177825928;-0.005;-0.14
2.8066766262054443;-0.008;-0.136
3.622495412826538;-0.077;0.086
4.4785590171813965;0.044;-0.009
5.27624249458313;-0.005;-0.097
6.082930088043213;0.044;-0.037
6.917007684707642;-0.019;-0.355
7.7769105434417725;-0.056;0.015
8.655905723571777;-0.02;0.356
9.46629786491394;-0.023;-0.439
10.411251306533813;-0.01;-0.117
11.256151676177979;-0.023;-0.132
12.104325532913208;0.035;0.106
12.969891786575317;-0.077;0.146
13.8397057056427;-0.01;-0.121
14.725790023803711;0.019;-0.057
15.61933422088623;-0.025;-0.323
16.527623176574707;-0.014;-0.136
17.42030930519104;-0.06;0.027
18.310548543930054;-0.014;-0.073
19.208807706832886;-0.025;-0.347
20.1285560131073;-0.014;-0.387
21.049362182617188;-0.028;-0.272
21.87886142730713;-0.011;-0.061
22.702149868011475;-0.172;-0.001
23.52613854408264;-0.007;-0.045
24.32852840423584;-7.735;-0.132
25.231666326522827;1.491;0.372
26.080171585083008;0.499;-0.288
26.927539825439453;3.967;-0.037
27.78872776031494;4.059;-0.041
28.654686212539673;4.992;0.313
29.536751985549927;1.023;0.388
30.390971422195435;0.374;-0.061
31.37060785293579;2.184;-0.117
32.207130432128906;2.209;-0.47
33.05000352859497;2.011;-0.164
33.88987994194031;1.291;-0.327
34.760417222976685;1.663;-0.049
35.6229932308197;5.845;0.325
36.50819396972656;4.267;-0.017
37.384811878204346;4.958;0.337
38.274983406066895;7.326;-0.232
39.194456577301025;6.089;-0.486
40.11326026916504;7.138;-0.224
41.0195586681366;0.048;-0.101
41.83764362335205;-0.111;-0.379
42.664588928222656;-0.228;-0.053
43.484490156173706;0.098;-0.069
44.31432223320007;-0.065;0.114
45.13486671447754;-0.105;0.15
45.96509861946106;0.031;-0.105
46.78551435470581;0.147;-0.073
47.60548138618469;-0.141;-0.097
48.44684648513794;-0.047;-0.085
49.28970527648926;-0.093;-0.081
50.14338779449463;-0.099;-0.351
50.986703395843506;-0.089;-0.276
51.82975959777832;-0.084;-0.093
52.82993125915527;0.451;-0.129
53.67382025718689;0.202;-0.113
54.524107456207275;-0.29;0.138
55.358171463012695;1.521;-0.001
56.20177626609802;0.142;0.15
57.03463792800903;-0.041;-0.144
57.878901958465576;0.038;-0.033
