Time [s];Waga rybacka [kg];pressure_tank
0.02314901351928711;-6.318;0.04
1.054323673248291;-6.218;-0.075
1.989335536956787;-6.27;-0.139
3.000715970993042;-6.307;0.016
3.9409730434417725;-6.313;-0.012
4.921230316162109;-6.316;-0.039
5.837120056152344;-6.268;0.203
6.796911954879761;-6.271;0.203
7.771214008331299;-6.225;-0.079
8.762392044067383;-6.279;-0.171
9.65335726737976;-6.242;-0.079
10.570082187652588;-6.231;-0.083
11.6109938621521;-6.216;-0.075
12.554900169372559;-6.267;0.191
13.504990816116333;-6.27;-0.353
14.460563898086548;-6.279;-0.159
15.409834146499634;-6.218;-0.067
16.374778270721436;-6.277;0.211
17.3451726436615;-6.268;-0.115
18.309216737747192;-6.218;-0.075
19.262475967407227;-6.27;-0.469
20.268412590026855;-6.218;-0.071
21.267408847808838;-6.216;-0.071
22.17903757095337;-6.273;-0.298
23.087428092956543;-6.219;-0.067
23.98969602584839;-6.258;0.032
24.923600435256958;-6.267;-0.083
25.848570585250854;-6.255;-0.047
26.774688482284546;-6.319;-0.059
27.708367824554443;-6.258;0.04
28.634913682937622;-6.294;-0.111
29.59647846221924;-6.274;-0.314
30.54607582092285;-6.243;-0.063
31.505264043807983;-6.233;-0.063
32.45830941200256;-6.27;-0.298
33.552000522613525;-6.318;-0.051
34.52927255630493;-6.295;0.14
35.51317286491394;-6.279;-0.171
36.489298582077026;-6.304;0.072
37.4756236076355;-6.271;-0.449
38.45434260368347;-6.268;-0.369
39.46550416946411;-2.995;0.175
40.489715337753296;9.463;-0.035
41.55575132369995;12.971;-0.326
42.500333309173584;19.264;-0.063
43.431532859802246;16.35;-0.206
44.352521657943726;11.687;-0.349
45.22628855705261;-6.276;0.159
46.111263036727905;8.662;-0.282
46.988094329833984;1.415;-0.051
47.87283897399902;-6.255;-0.469
48.7744140625;-6.254;-0.103
49.67448401451111;-6.257;-0.095
50.58292317390442;-6.273;0.211
51.48473286628723;-6.306;-0.012
52.39710450172424;-6.213;-0.063
53.302454233169556;-6.297;0.104
54.20529890060425;-6.292;-0.111
55.11778140068054;-6.259;0.016
56.02096748352051;-6.301;0.104
57.08390784263611;-6.295;-0.119
57.986427307128906;-6.276;-0.421
58.923694133758545;-6.282;-0.19
59.85071015357971;-6.259;-0.071
60.784013509750366;-6.28;-0.286
61.70874738693237;-6.276;-0.091
62.63647770881653;-6.277;0.211
63.572418451309204;-6.23;-0.067
64.50058031082153;-6.327;-0.063
65.43935298919678;-6.324;-0.023
66.36874413490295;-6.27;-0.075
67.30826258659363;-6.28;-0.079
68.26171112060547;-6.285;-0.234
69.22239899635315;-6.28;-0.322
70.17534708976746;-6.282;0.215
71.14778780937195;-6.277;-0.079
72.10601425170898;-6.283;-0.107
73.1180260181427;-6.322;-0.023
74.10759782791138;-6.27;-0.071
75.10870289802551;-6.231;-0.075
76.10313534736633;-6.279;-0.461
77.10351514816284;-6.279;-0.449
78.12012696266174;-6.283;-0.23
79.30866312980652;-6.225;-0.067
80.32400321960449;-6.28;-0.131
81.34618663787842;-6.265;-0.071
82.36186981201172;-6.279;-0.469
83.2852156162262;-6.276;-0.083
84.2168140411377;-6.327;-0.063
85.14093089103699;-6.271;-0.453
86.07572150230408;-6.325;-0.051
87.00191283226013;-6.277;-0.206
87.93597960472107;-6.321;-0.075
88.8614604473114;-6.277;-0.163
89.78758311271667;-6.248;-0.059
90.74058723449707;-6.277;-0.222
91.68307900428772;-6.265;-0.071
92.62837791442871;-6.271;0.14
93.57545971870422;-6.288;-0.214
94.50245451927185;-6.251;-0.075
95.43937134742737;-6.276;-0.123
96.39140272140503;-6.322;-0.027
97.35576152801514;-6.277;-0.413
98.32232618331909;-6.227;-0.067
