Time [s];Waga rybacka [kg];pressure_tank
0.04421234130859375;-0.125;0.021
0.8858127593994141;-0.128;0.041
1.7340810298919678;-0.122;0.005
2.6764605045318604;-0.125;-0.015
3.529270887374878;-0.128;0.053
4.407266616821289;-0.125;0.061
5.242609262466431;-0.124;0.291
6.199891567230225;-0.121;0.399
7.0755228996276855;-0.121;0.399
7.94805908203125;-0.119;0.391
8.798112869262695;-0.122;0.399
9.568163394927979;-0.122;0.315
10.356466293334961;-0.121;0.311
11.1541748046875;-0.118;0.311
11.953849077224731;-0.121;0.311
12.783610105514526;-0.119;1.118
13.620746850967407;-0.109;2.009
14.56915020942688;-0.104;3.011
15.466552019119263;-0.098;3.961
16.3902587890625;-0.094;5.09
17.303856134414673;-0.094;5.933
18.19630479812622;-0.086;6.97
19.084007501602173;-0.075;7.924
19.99984836578369;-0.069;8.866
20.88785696029663;-0.07;9.455
21.68865942955017;-0.067;9.495
22.48273515701294;-0.069;9.407
23.271898984909058;-0.069;9.32
24.067464351654053;-0.075;9.312
24.88134479522705;0.115;9.224
25.685916423797607;-0.067;9.137
26.61996078491211;-0.07;9.045
27.40938138961792;-0.069;9.045
28.204096794128418;-0.066;8.954
28.992552757263184;-0.067;8.958
29.804364919662476;-0.078;8.866
30.62330985069275;-0.067;9.499
31.43441343307495;-0.06;10.206
32.27131700515747;-0.054;11.017
33.09357523918152;-0.045;11.991
33.937615394592285;-0.049;13.069
34.79502725601196;-0.033;14.408
35.66563391685486;-0.034;15.744
36.558499336242676;-0.021;16.877
37.44359612464905;-0.013;17.803
38.32344055175781;-0.006;18.694
39.21548795700073;-0.006;19.31
40.128023862838745;-0.007;19.227
41.03016376495361;-0.001;19.111
41.853174448013306;-0.006;19.048
42.668492555618286;-0.003;18.869
43.49573636054993;-0.001;18.801
44.31240725517273;-0.003;18.694
45.13641834259033;-0.006;18.69
45.954763650894165;-0.003;18.598
46.7709641456604;-0.001;18.515
47.743972301483154;-0.003;18.431
48.586620807647705;-0.013;18.344
49.43972611427307;-0.019;18.344
50.33308410644531;-0.015;18.257
51.17642068862915;-0.012;18.229
52.05091333389282;-0.006;18.157
52.92393684387207;-0.003;18.074
53.803040742874146;-0.004;18.014
54.67057538032532;-0.003;17.986
55.53916954994202;-0.009;17.986
56.41809296607971;-0.001;17.895
57.28599739074707;-0.007;17.899
58.24587368965149;-0.003;17.899
59.14405870437622;-0.007;17.899
60.04572820663452;-0.004;17.803
60.94132852554321;-0.01;17.99
61.83306908607483;0.005;18.73
62.7327938079834;0.016;19.576
63.62435340881348;0.012;20.562
64.4853949546814;0.024;22.073
65.3324990272522;0.022;23.242
66.17966890335083;0.033;24.478
67.04709434509277;0.036;25.826
67.92795300483704;0.061;26.911
68.8181254863739;0.094;27.563
69.70201325416565;0.109;28.076
70.59522986412048;0.136;28.434
71.63694620132446;0.137;28.966
72.54435515403748;0.175;26.999
73.45417189598083;0.218;30.66
74.37200260162354;0.228;30.748
75.29763650894165;0.218;30.926
76.21636581420898;0.236;31.34
77.18417096138;0.287;31.785
78.11378002166748;0.31;32.163
79.04518437385559;0.301;32.397
79.96164798736572;0.322;32.858
80.88767647743225;0.33;33.141
81.80545139312744;0.351;33.407
82.74243259429932;0.361;33.761
83.58328914642334;0.395;34.031
84.44365930557251;0.398;34.298
85.29372835159302;0.416;34.572
86.15423440933228;0.445;34.89
87.00445604324341;0.448;35.113
87.85498452186584;0.452;35.383
88.71204209327698;0.469;35.566
89.56301212310791;0.491;35.82
90.43583798408508;0.482;36.087
91.29989266395569;0.506;36.265
92.17017340660095;0.528;36.544
93.1997799873352;0.515;36.747
94.06231880187988;0.548;36.977
94.93395376205444;0.579;37.156
95.80971693992615;0.576;37.335
96.71912217140198;0.583;37.601
97.61709570884705;0.597;37.72
98.51575016975403;0.609;37.999
99.42071318626404;0.618;38.229
100.33741188049316;0.624;38.404
101.25699734687805;0.648;38.579
102.16747570037842;0.655;38.667
103.08485865592957;0.673;38.842
104.00920009613037;0.692;39.024
104.88905429840088;0.701;39.195
105.75645661354065;0.694;39.446
106.63105416297913;0.721;39.561
107.49967575073242;0.731;39.744
108.36566424369812;0.739;39.835
109.24298620223999;0.757;40.018
110.19194626808167;0.764;40.289
111.10415124893188;0.779;40.36
111.98595309257507;0.791;40.551
112.86927008628845;0.801;40.654
113.75940489768982;0.807;40.825
114.63911771774292;0.818;41.004
115.68327116966248;0.83;41.187
116.59571838378906;0.84;41.362
117.43161487579346;0.846;41.533
118.27917718887329;0.861;41.616
119.11830377578735;0.87;41.795
119.96149206161499;0.88;41.911
120.7989194393158;0.885;42.062
121.64332842826843;0.901;42.157
122.48051714897156;0.909;42.416
123.31835746765137;0.921;42.463
124.16265654563904;0.928;42.69
125.03772020339966;0.939;42.785
125.87157464027405;0.936;42.952
126.69726228713989;0.955;43.008
127.53534936904907;0.961;43.227
128.3810567855835;0.967;43.31
129.21749353408813;0.974;43.401
130.0641827583313;0.985;43.505
130.90337085723877;0.988;43.668
131.74888157844543;0.995;43.743
132.58658576011658;0.995;43.664
133.4234299659729;1.001;43.716
134.29300045967102;1.001;43.708
135.1519899368286;1.004;43.66
136.0201461315155;1.013;43.668
136.88034987449646;1.01;43.664
137.73901796340942;0.994;43.656
138.78066396713257;1.012;43.576
139.6370086669922;1.013;43.616
140.50497603416443;1.018;43.513
141.365478515625;1.021;43.58
142.2340590953827;1.027;43.493
143.0948188304901;1.012;43.489
143.95547223091125;1.024;43.493
144.82485175132751;1.024;43.489
145.6863284111023;1.024;43.493
146.5569407939911;1.024;43.409
147.42089891433716;1.03;43.489
148.28108525276184;1.031;43.405
149.15195322036743;1.027;43.405
150.01208901405334;1.033;43.405
150.88425207138062;1.028;43.405
151.74581170082092;1.034;43.405
152.616544008255;1.033;43.401
153.50460386276245;1.031;43.405
154.39036560058594;1.034;43.401
155.28165650367737;1.039;43.314
156.1648464202881;1.037;43.39
157.05834937095642;1.034;43.401
157.94205594062805;1.036;43.401
158.834641456604;1.033;43.362
159.7205605506897;1.037;43.401
160.6050043106079;1.045;43.358
161.6767954826355;1.043;43.31
162.56120610237122;1.043;43.358
163.44811153411865;1.043;43.318
164.33419108390808;1.045;43.39
165.19136834144592;1.045;43.31
166.03293371200562;1.045;43.314
166.87371969223022;1.048;43.378
167.74595403671265;1.045;43.314
168.60966873168945;1.052;43.322
169.4882640838623;1.045;43.258
170.41053175926208;1.051;43.314
171.29051446914673;1.051;43.314
172.16745257377625;1.046;43.31
173.0404920578003;1.052;43.314
173.91556930541992;1.051;43.366
174.78462028503418;1.046;43.314
175.6606147289276;1.051;43.314
176.52833247184753;1.055;43.31
177.39197325706482;1.049;43.318
178.31903553009033;1.049;43.314
179.1887514591217;1.054;43.31
180.0664722919464;1.055;43.31
180.934180021286;1.057;43.314
181.8097105026245;1.057;43.314
182.67500400543213;1.052;43.314
183.54441046714783;1.052;43.314
184.59805417060852;1.061;43.366
185.46295738220215;1.054;43.318
186.33742237091064;1.051;43.29
187.20440793037415;1.052;43.354
188.0707950592041;1.051;43.314
188.94388246536255;1.057;43.31
189.81133699417114;1.058;43.318
190.6880886554718;1.058;43.31
191.58111095428467;1.057;43.314
192.47877717018127;1.057;43.31
193.36850905418396;1.059;43.314
194.25909852981567;1.059;43.31
195.15500950813293;1.052;43.322
196.04436135292053;1.062;43.394
196.9444670677185;1.061;43.397
197.83540606498718;1.061;43.405
198.7358922958374;1.062;43.401
199.6248755455017;1.062;43.31
200.51518964767456;1.064;43.31
201.41176104545593;1.059;43.314
202.3043351173401;1.064;43.401
203.2023801803589;1.073;43.346
204.09216952323914;1.067;43.306
204.99106979370117;1.055;43.401
205.79268646240234;1.062;43.318
206.59639859199524;1.064;43.401
207.59826612472534;1.064;43.405
208.40026473999023;1.061;43.401
209.2024540901184;1.061;43.401
210.0110569000244;1.062;43.401
210.81492614746094;1.059;43.314
211.62705874443054;1.064;43.314
212.43098640441895;1.062;43.31
213.23434853553772;1.067;43.314
214.04912495613098;1.065;43.409
214.8531346321106;1.062;43.342
215.65852403640747;1.061;43.302
216.47215485572815;1.068;43.314
217.2769010066986;1.062;43.397
218.08274292945862;1.067;43.31
218.89424514770508;1.058;43.31
219.7002456188202;1.07;43.314
220.50448942184448;1.071;43.31
221.3173325061798;1.062;43.306
222.12240195274353;1.065;43.31
222.9368190765381;1.068;43.227
223.7423985004425;1.07;43.314
224.54886054992676;1.068;43.314
225.36320185661316;1.065;43.314
226.16946077346802;1.068;43.223
226.9760763645172;1.067;43.31
227.7901952266693;1.068;43.246
228.59737634658813;1.07;43.306
229.40696811676025;1.067;43.314
230.22483825683594;1.065;43.31
231.0305712223053;1.065;43.314
231.83744287490845;1.073;43.231
232.83913731575012;1.07;43.227
233.64542984962463;1.065;43.31
234.45963287353516;1.073;43.227
235.2651605606079;1.065;43.314
236.07142186164856;1.064;43.227
236.8855516910553;1.071;43.227
237.69335961341858;1.068;43.227
238.49926686286926;1.071;43.227
239.34054732322693;1.073;43.227
240.16994261741638;1.07;43.223
241.00809359550476;1.067;43.31
241.8374183177948;1.073;43.286
242.66598320007324;1.071;43.231
243.50301909446716;1.071;43.274
244.33148860931396;1.067;43.223
245.17147636413574;1.079;43.223
246.00065922737122;1.064;43.227
246.83810782432556;1.071;43.223
247.66785264015198;1.067;43.223
248.49727487564087;1.07;43.231
249.33494234085083;1.071;43.223
250.16520500183105;1.07;43.409
251.00304913520813;1.071;43.401
251.833016872406;1.073;43.489
252.66302251815796;1.076;43.576
253.49987149238586;1.079;43.596
254.32943892478943;1.08;43.489
255.35825419425964;1.08;43.576
256.1886796951294;1.082;43.489
257.0198595523834;1.08;43.576
257.8569383621216;1.083;43.58
258.68751859664917;1.083;43.576
259.5248599052429;1.092;43.735
260.3568148612976;1.08;43.847
261.19526839256287;1.094;43.843
262.02829790115356;1.098;43.934
262.85855889320374;1.095;44.026
263.6982419490814;1.094;44.026
264.5291726589203;1.094;44.03
265.36831974983215;1.107;44.026
266.2006764411926;1.098;44.034
267.0314874649048;1.095;44.03
267.87191009521484;1.106;44.03
268.7031898498535;1.104;44.117
269.5438883304596;1.106;44.284
270.3763020038605;1.116;44.375
271.21832275390625;1.11;44.467
272.05078172683716;1.124;44.558
272.8811707496643;1.125;44.729
273.7216794490814;1.127;44.65
274.5524001121521;1.122;44.642
275.3948040008545;1.134;44.646
276.22590041160583;1.13;44.642
277.0582447052002;1.128;44.642
278.0901379585266;1.13;44.558
278.9198913574219;1.131;44.562
279.7591097354889;1.13;44.558
280.5899829864502;1.136;44.554
281.4290101528168;1.128;44.558
282.2736749649048;1.127;44.463
283.1120331287384;1.133;44.467
283.95840549468994;1.131;44.471
284.7965190410614;1.136;44.467
285.64433884620667;1.127;44.467
286.4953844547272;1.133;44.463
287.35730147361755;1.133;44.375
288.2244188785553;1.134;44.391
289.0983419418335;1.136;44.371
289.99897718429565;1.133;44.379
290.88017201423645;1.142;44.371
