;Time;Thrust;BEM_Pressure;N2O_Pressure;N2O_Weight
0;0.0014231204986572266;115;31;5616;2873
1;0.01251840591430664;117;31;5616;2873
2;0.023209095001220703;118;30;5615;2874
3;0.033907413482666016;118;31;5637;2874
4;0.04459214210510254;117;30;5615;2872
5;0.05529022216796875;118;31;5616;2872
6;0.06598734855651855;118;30;5615;2874
7;0.07669544219970703;116;31;5615;2861
8;0.08737921714782715;117;30;5615;2871
9;0.09806108474731445;117;31;5615;2875
10;0.1087489128112793;116;31;5615;2858
11;0.12131810188293457;116;31;5616;2886
12;0.1320655345916748;118;30;5614;2858
13;0.14274382591247559;117;30;5627;2876
14;0.15343427658081055;117;30;5616;2874
15;0.16411685943603516;118;30;5615;2854
16;0.17480182647705078;118;30;5616;2876
17;0.18550419807434082;117;31;5617;2856
18;0.1961820125579834;116;30;5616;2879
19;0.20686697959899902;118;31;5616;2869
20;0.21755623817443848;115;31;5615;2863
21;0.22827863693237305;118;32;5615;2884
22;0.23896479606628418;117;30;5616;2856
23;0.249647855758667;117;32;5616;2877
24;0.26040196418762207;117;30;5616;2878
25;0.27114367485046387;117;31;5615;2852
26;0.2818291187286377;116;31;5615;2879
27;0.29252004623413086;116;31;5616;2861
28;0.3032069206237793;118;30;5615;2871
29;0.31389951705932617;117;31;5615;2873
30;0.3245842456817627;117;31;5615;2871
31;0.3352820873260498;116;30;5615;2883
32;0.34596943855285645;117;30;5616;2867
33;0.35664868354797363;116;30;5615;2888
34;0.3673441410064697;117;31;5615;2864
35;0.37803077697753906;117;30;5616;2858
36;0.3887200355529785;117;30;5615;2881
37;0.39940500259399414;118;31;5616;2865
38;0.41009068489074707;118;31;5616;2871
39;0.4207768440246582;118;31;5615;2885
40;0.4315028190612793;118;30;5628;2865
41;0.4421875476837158;118;31;5616;2875
42;0.4528672695159912;117;31;5634;2885
43;0.4635498523712158;118;30;5616;2865
44;0.47423791885375977;117;31;5615;2866
45;0.4849233627319336;117;30;5617;2871
46;0.49570727348327637;116;31;5616;2865
47;0.5063996315002441;119;31;5616;2870
48;0.5170843601226807;118;29;5615;2864
49;0.5278122425079346;117;31;5616;2873
50;0.5385489463806152;116;30;5616;2860
51;0.54923415184021;118;30;5617;2873
52;0.5599160194396973;116;31;5617;2884
53;0.5706040859222412;118;30;5615;2850
54;0.5812854766845703;119;30;5615;2875
55;0.5919699668884277;117;30;5616;2862
56;0.6026597023010254;116;30;5615;2860
57;0.6133513450622559;116;31;5622;2872
58;0.6240372657775879;116;29;5617;2868
59;0.634782075881958;117;30;5615;2875
60;0.645465612411499;116;31;5622;2875
61;0.6561543941497803;117;31;5615;2882
62;0.6668424606323242;118;31;5637;2873
63;0.677532434463501;116;32;5615;2863
64;0.6882176399230957;116;31;5617;2877
65;0.6988990306854248;118;30;5615;2866
66;0.7095870971679688;118;30;5616;2864
67;0.7203290462493896;118;30;5635;2884
68;0.7310686111450195;118;30;5614;2876
69;0.7417960166931152;117;31;5616;2871
70;0.7525248527526855;116;30;5615;2889
71;0.7632160186767578;115;30;5616;2877
72;0.7739081382751465;117;30;5615;2867
73;0.7845993041992188;116;30;5616;2880
74;0.7952947616577148;117;30;5616;2860
75;0.8059818744659424;117;30;5615;2862
76;0.8166718482971191;116;31;5615;2873
77;0.8273591995239258;116;31;5616;2866
78;0.8380894660949707;117;30;5617;2868
79;0.8487780094146729;117;31;5594;2871
80;0.8594565391540527;117;30;5615;2875
81;0.8701503276824951;116;31;5615;2862
82;0.8808333873748779;116;32;5616;2864
83;0.8915164470672607;117;30;5615;2868
84;0.902205228805542;118;30;5615;2855
85;0.9128916263580322;117;31;5616;2870
86;0.923577070236206;117;31;5615;2872
87;0.9342663288116455;116;30;5616;2863
88;0.9450037479400635;119;31;5616;2878
89;0.9558048248291016;118;30;5615;2871
90;0.9664931297302246;116;30;5615;2873
91;0.9772357940673828;117;31;5615;2869
92;0.9879181385040283;116;30;5616;2871
93;0.9986333847045898;116;31;5615;2868
94;1.0112266540527344;116;31;5626;2866
95;1.0251328945159912;113;31;5616;2874
96;1.0387191772460938;110;30;5615;2878
97;1.0523681640625;113;30;5616;2875
98;1.0660860538482666;113;30;5592;2950
99;1.0796842575073242;110;30;5617;2866
100;1.0933308601379395;111;29;5616;2931
101;1.1070051193237305;107;30;5615;2809
102;1.1218645572662354;110;31;5616;2888
103;1.1355414390563965;109;30;5615;2863
104;1.149108648300171;107;31;5616;2907
105;1.1627299785614014;108;31;5616;2839
106;1.1766259670257568;112;31;5616;2870
107;1.1902573108673096;114;30;5615;2862
108;1.203829050064087;109;32;5616;2862
109;1.2175233364105225;110;31;5615;2810
110;1.2310905456542969;109;33;5610;2839
111;1.244750738143921;113;97;5587;2835
112;1.2584419250488281;109;160;5548;2885
113;1.2720041275024414;113;230;5536;2826
114;1.2858304977416992;110;320;5502;2881
115;1.2994260787963867;114;430;5458;2858
116;1.3130922317504883;115;566;5413;2967
117;1.32682466506958;120;754;5369;2900
118;1.340392827987671;122;931;5293;2977
119;1.3540382385253906;128;1169;5218;2970
120;1.3676989078521729;129;1402;5145;3049
121;1.3813021183013916;134;1723;4980;2984
122;1.394920825958252;135;2046;4877;3056
123;1.4085805416107178;130;2359;4854;3008
124;1.4221389293670654;140;2689;4841;3051
125;1.4360337257385254;134;3009;4765;3017
126;1.4496839046478271;142;3315;4577;3077
127;1.4632771015167236;145;3647;4468;3093
128;1.4770498275756836;153;3960;4430;3085
129;1.490623950958252;170;4208;4415;3025
130;1.504148006439209;182;4516;4326;3047
131;1.5178139209747314;186;4763;4250;3062
132;1.531393051147461;194;5001;4167;3101
133;1.5452001094818115;198;5243;4072;3046
134;1.5587968826293945;200;5457;4023;3059
135;1.572462797164917;215;5652;3934;3026
136;1.5861825942993164;225;5856;3868;3096
137;1.599853277206421;244;5998;3801;3005
138;1.6134142875671387;256;6132;3762;3065
139;1.6271882057189941;260;6284;3664;3027
140;1.6407485008239746;261;6394;3642;3058
141;1.6543715000152588;263;6496;3578;3025
142;1.6680881977081299;267;6579;3528;3059
143;1.681692123413086;274;6639;3487;3043
144;1.695383071899414;282;6708;3442;3012
145;1.708951473236084;290;6763;3374;2994
146;1.722548484802246;289;6792;3306;3036
147;1.7362892627716064;290;6815;3260;3045
148;1.7499263286590576;295;6825;3238;3024
149;1.763550043106079;299;6868;3200;3023
150;1.777285099029541;299;6880;3169;3062
151;1.7909436225891113;299;6867;3148;3033
152;1.804539680480957;297;6882;3081;3028
153;1.8180925846099854;300;6876;3056;2986
154;1.8316998481750488;296;6843;3011;3042
155;1.8454618453979492;298;6824;2966;3009
156;1.859112024307251;300;6786;2946;3018
157;1.8726451396942139;294;6760;2911;3008
158;1.886404275894165;302;6751;2878;3021
159;1.900050163269043;295;6700;2856;3000
160;1.9137613773345947;297;6657;2812;2989
161;1.9274938106536865;302;6605;2788;3005
162;1.9410881996154785;296;6558;2765;2999
163;1.9547111988067627;296;6514;2721;3008
164;1.9683794975280762;297;6470;2696;2980
165;1.9819636344909668;295;6402;2666;3016
166;3.0022995471954346;137;1085;1933;2856
