;Time;Thrust;BEM pressure;N2O pressure
0;0.0;163835;-0.0469897099;-0.004405275250999999
1;0.007906198501586914;163835;-0.0469897099;-0.002936846470000004
2;0.015163183212280273;163835;-0.045521281119;-0.002936846470000004
3;0.022414684295654297;163835;-0.045521281119;-0.004405275250999999
4;0.029649734497070312;163835;-0.0469897099;-0.004405275250999999
5;0.036887407302856445;163835;-0.045521281119;-0.002936846470000004
6;0.0441584587097168;163835;-0.044052852338;-0.002936846470000004
7;0.05140995979309082;163835;-0.045521281119;-0.004405275250999999
8;0.05864691734313965;163835;-0.045521281119;-0.004405275250999999
9;0.06589508056640625;163835;-0.045521281119;0.055800304769999996
10;0.07314705848693848;163835;-0.045521281119;-0.002936846470000004
11;0.08037710189819336;163835;-0.0469897099;-0.002936846470000004
12;0.08763313293457031;163835;-0.044052852338;-0.004405275250999999
13;0.09488797187805176;163835;-0.0469897099;-0.004405275250999999
14;0.10215997695922852;163835;-0.0469897099;-0.004405275250999999
15;0.1094045639038086;163835;-0.0469897099;-0.004405275250999999
16;0.11665463447570801;163835;-0.045521281119;-0.004405275250999999
17;0.12390279769897461;163835;-0.045521281119;-0.004405275250999999
18;0.13115429878234863;163835;-0.0469897099;-0.002936846470000004
19;0.13845181465148926;163835;-0.0469897099;-0.0014684176890000025
20;0.14570975303649902;163835;-0.0469897099;-0.004405275250999999
21;0.1529529094696045;163835;-0.045521281119;-0.002936846470000004
22;0.16020464897155762;163835;-0.045521281119;-0.002936846470000004
23;0.16744399070739746;163835;-0.045521281119;-0.0014684176890000025
24;0.17469191551208496;163835;-0.045521281119;1.1091999999046642e-08
25;0.18193960189819336;163835;-0.045521281119;-0.002936846470000004
26;0.18918561935424805;163835;-0.0469897099;-0.002936846470000004
27;0.19643306732177734;163835;-0.0469897099;-0.002936846470000004
28;0.2036881446838379;163835;-0.045521281119;-0.004405275250999999
29;0.2109370231628418;163835;-0.0469897099;-0.002936846470000004
30;0.2181849479675293;163835;-0.045521281119;-0.004405275250999999
31;0.22543668746948242;163835;-0.045521281119;-0.004405275250999999
32;0.23268914222717285;163835;-0.045521281119;-0.002936846470000004
33;0.23993611335754395;163835;-0.0469897099;-0.002936846470000004
34;0.24718666076660156;163835;-0.045521281119;-0.005873704032
35;0.2544381618499756;163835;-0.045521281119;-0.002936846470000004
36;0.2616877555847168;163835;-0.045521281119;-0.004405275250999999
37;0.2689363956451416;163835;-0.0469897099;-0.004405275250999999
38;0.2761867046356201;163835;-0.0469897099;-0.002936846470000004
39;0.2834358215332031;163835;-0.0469897099;-0.004405275250999999
40;0.291762113571167;163835;-0.045521281119;-0.004405275250999999
41;0.2990295886993408;163835;-0.0469897099;-0.004405275250999999
42;0.30628108978271484;163835;-0.045521281119;-0.005873704032
43;0.3135335445404053;163835;-0.0469897099;-0.002936846470000004
44;0.32077980041503906;163835;-0.045521281119;-0.005873704032
45;0.32802581787109375;163835;-0.045521281119;-0.005873704032
46;0.3352792263031006;163835;-0.045521281119;-0.002936846470000004
47;0.3425309658050537;163835;-0.045521281119;-0.005873704032
48;0.3497800827026367;163835;-0.045521281119;-0.004405275250999999
49;0.3570258617401123;163835;-0.045521281119;-0.004405275250999999
50;0.3642730712890625;163835;-0.045521281119;-0.004405275250999999
51;0.3715083599090576;163835;-0.0469897099;-0.004405275250999999
52;0.3787815570831299;163835;-0.0469897099;-0.002936846470000004
53;0.38602566719055176;163835;-0.0469897099;-0.004405275250999999
54;0.3932790756225586;163835;-0.045521281119;-0.002936846470000004
55;0.4005270004272461;163835;-0.0469897099;-0.004405275250999999
56;0.4077770709991455;163835;-0.0469897099;-0.004405275250999999
57;0.415024995803833;163835;-0.0469897099;-0.002936846470000004
58;0.42228150367736816;163835;-0.0469897099;-0.005873704032
59;0.42952799797058105;163835;-0.0469897099;-0.004405275250999999
60;0.43677711486816406;163835;-0.0469897099;-0.004405275250999999
61;0.44402527809143066;163835;-0.045521281119;-0.002936846470000004
62;0.4512777328491211;163835;-0.045521281119;-0.004405275250999999
63;0.4585297107696533;163835;-0.0469897099;-0.004405275250999999
64;0.4657735824584961;163835;-0.045521281119;-0.004405275250999999
65;0.47301173210144043;163835;-0.045521281119;-0.0014684176890000025
66;0.4802703857421875;163835;-0.0469897099;-0.004405275250999999
67;0.48752617835998535;163835;-0.045521281119;-0.004405275250999999
68;0.4947781562805176;163835;-0.045521281119;-0.004405275250999999
69;0.502025842666626;163835;-0.045521281119;-0.004405275250999999
70;0.5092775821685791;163835;-0.045521281119;-0.002936846470000004
71;0.5165290832519531;163835;-0.0469897099;-0.004405275250999999
72;0.5237774848937988;163835;-0.045521281119;-0.004405275250999999
