fΗ94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
Received: 94
472.65;19.22;21.07;19.33;20.04;19.11;18.94;18.94;18.94;18.94;18.94;91.00;92.00;0.00;1.00;1.00;1.00
Received: 64
472.80;19.22;21.07;19.38;19.87;19.05;18.94;18.94;18.94;18.94;18.94;91.00;91.00;0.00;1.00;1.00;1.00
472.96;19.22;21.07;19.33;20.04;19.11;18.94;18.94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
473.11;19.22;21.02;19.33;19.98;19.05;18.94;18.94;18.94;18.94;18.94;90.00;92.00;0.00;1.00;1.00;1.00
473.25;19.27;21.07;19.33;20.04;19.11;18.94;18.94;18.94;18.94;18.94;91.00;91.00;0.00;1.00;1.00;1.00
473.39;19.27;21.07;19.27;19.98;19.05;18.94;18.94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
473.54;19.27;21.07;19.43;20.04;19.16;18.94;18.94;18.94;18.94;18.94;91.00;90.00;0.00;1.00;1.00;1.00
473.68;19.27;21.07;19.43;20.04;19.11;18.94;18.94;18.94;18.94;18.94;91.00;92.00;0.00;1.00;1.00;1.00
473.82;19.22;21.02;19.33;19.98;19.16;18.94;18.94;18.94;18.94;18.94;91.00;91.00;0.00;1.00;1.00;1.00
473.96;19.27;20.96;19.43;20.04;19.11;18.94;18.94;18.94;18.94;18.94;91.00;91.00;0.00;1.00;1.00;1.00
474.11;19.27;21.02;19.27;20.04;19.11;18.94;18.94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
474.25;19.22;21.02;19.38;19.98;19.11;18.94;18.94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
474.39;19.27;21.07;19.33;19.93;19.11;18.94;18.94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
474.54;19.22;21.02;19.27;19.98;19.16;18.94;18.94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
474.68;19.27;21.07;19.27;19.98;19.05;18.94;18.94;18.94;18.94;18.94;90.00;91.00;0.00;1.00;1.00;1.00
474.82;19.27;20.91;19.38;19.98;19.11;18.94;18.94;18.94;18.94;18.94;91.00;91.00;0.00;1.00;1.00;1.00
