;0;32767;0;1
0;0.00797414779663086;32767;1;0
1;0.015308618545532227;32767;1;0
2;0.02261805534362793;32767;1;1
3;0.02991175651550293;32767;0;0
4;0.03719973564147949;32767;0;0
5;0.044499874114990234;32767;0;0
6;0.05179119110107422;32767;1;0
7;0.0590815544128418;32767;0;0
8;0.06637430191040039;32767;1;-1
9;0.07366943359375;32767;0;0
10;0.08095908164978027;32767;0;0
11;0.08825087547302246;32767;1;0
12;0.09556365013122559;32767;0;0
13;0.10285544395446777;32767;0;0
14;0.11014866828918457;32767;0;0
15;0.11744332313537598;32767;1;1
16;0.12474846839904785;32767;1;1
17;0.13204288482666016;32767;1;1
18;0.1393425464630127;32767;1;0
19;0.14663338661193848;32767;1;0
20;0.15392637252807617;32767;1;0
21;0.16121554374694824;32767;0;1
22;0.16850924491882324;32767;0;0
23;0.175797700881958;32767;1;0
24;0.183089017868042;32767;1;1
25;0.190382719039917;32767;1;0
26;0.19767236709594727;32767;0;0
27;0.20496344566345215;32767;1;0
28;0.21232914924621582;32767;1;0
29;0.21964550018310547;32767;0;0
30;0.22694134712219238;32767;0;-1
31;0.2342522144317627;32767;0;1
32;0.24154281616210938;32767;1;0
33;0.24884629249572754;32767;1;0
34;0.2561361789703369;32767;0;0
35;0.263441801071167;32767;0;1
36;0.2707545757293701;32767;1;1
37;0.2780468463897705;32767;1;1
38;0.2853360176086426;32767;1;0
39;0.29262661933898926;32767;0;0
40;0.29991912841796875;32767;1;0
41;0.3072071075439453;32767;1;0
42;0.3144984245300293;32767;1;1
43;0.321791410446167;32767;1;0
44;0.32908034324645996;32767;1;-1
45;0.33637070655822754;32767;1;-1
46;0.34366393089294434;32767;0;-1
47;0.3509557247161865;32767;1;0
48;0.358245849609375;32767;1;0
49;0.3655354976654053;32767;1;0
50;0.3728325366973877;32767;1;0
51;0.38012099266052246;32767;0;0
52;0.38744020462036133;32767;0;0
53;0.3947324752807617;32767;0;0
54;0.4020259380340576;32767;0;0
55;0.4093172550201416;32767;1;0
56;0.4166104793548584;32767;0;1
57;0.4239048957824707;32767;1;1
58;0.4311976432800293;32767;1;1
59;0.4384939670562744;32767;1;1
60;0.4457862377166748;32767;0;0
61;0.45309019088745117;32767;0;0
62;0.46039271354675293;32767;2;0
63;0.46768736839294434;32767;0;0
64;0.474977970123291;32767;1;0
65;0.482269287109375;32767;1;-1
66;0.4895668029785156;32767;1;1
67;0.496856689453125;32767;0;0
68;0.504157543182373;32767;0;0
69;0.5116512775421143;32767;1;0
70;0.5191006660461426;32767;0;0
71;0.5264003276824951;32767;0;0
72;0.5336949825286865;32767;0;0
73;0.5409841537475586;32767;2;-1
74;0.5482769012451172;32767;0;0
75;0.5555646419525146;32767;1;1
76;0.5636565685272217;32767;1;0
77;0.5709900856018066;32767;0;0
78;0.5782773494720459;32767;0;0
79;0.5855724811553955;32767;0;0
80;0.5928575992584229;32767;0;0
81;0.6001467704772949;32767;1;0
82;0.6074419021606445;32767;0;0
83;0.614732027053833;32767;1;0
84;0.6220388412475586;32767;0;1
85;0.6293470859527588;32767;0;1
86;0.636643648147583;32767;1;-1
87;0.6439418792724609;32767;0;-1
88;0.6512408256530762;32767;0;0
89;0.6601512432098389;32767;0;1
90;0.6698305606842041;32767;1;0
91;0.6794271469116211;32767;0;0
92;0.6890151500701904;32767;1;1
93;0.698613166809082;32767;1;0
94;0.7082538604736328;32767;1;0
95;0.7178657054901123;32767;1;0
96;0.7274720668792725;32767;0;1
97;0.7370619773864746;32767;0;0
98;0.7475175857543945;32767;1;0
99;0.7617933750152588;32767;0;0
100;0.7716693878173828;32767;1;0
101;0.7815060615539551;32767;1;0
102;0.7922313213348389;32767;0;0
103;0.8018085956573486;32767;1;1
104;0.8114457130432129;32767;0;1
105;0.8212080001831055;32767;1;1
106;0.8308279514312744;32767;0;0
107;0.8404295444488525;32767;1;0
108;0.8499832153320312;32767;0;1
109;0.8595840930938721;32767;0;0
110;0.8693222999572754;32767;1;0
111;0.8790149688720703;32767;0;0
112;0.8886053562164307;32767;0;-1
113;0.8981976509094238;32767;0;1
114;0.9077925682067871;32767;0;0
115;0.9174599647521973;32767;0;0
116;0.9270384311676025;32767;0;0
117;0.9366345405578613;32767;0;0
118;0.9462900161743164;32767;0;1
119;0.9560511112213135;32767;1;0
120;0.9656758308410645;32767;1;1
121;0.9753613471984863;32767;1;0
122;0.9849765300750732;32767;1;1
123;0.9946188926696777;32767;0;1
124;1.0042095184326172;32767;0;2
125;1.013810396194458;32767;1;1
126;1.0234375;32767;1;0
127;1.0330336093902588;32767;1;1
128;1.0426416397094727;32767;0;0
129;1.0522315502166748;32767;1;1
130;1.0618643760681152;32767;1;0
131;1.0715248584747314;32767;-1;0
132;1.081129550933838;32767;0;0
133;1.0907227993011475;32767;1;0
134;1.1003153324127197;32767;0;0
135;1.109910249710083;32767;1;0
136;1.1195142269134521;32767;1;0
137;1.1291224956512451;32767;1;0
138;1.1387205123901367;32767;0;0
139;1.1483561992645264;32767;0;0
140;1.1579821109771729;32767;0;-1
141;1.1675910949707031;32767;0;-1
142;1.1772124767303467;32767;1;1
143;1.1868438720703125;32767;0;0
144;1.1964449882507324;32767;0;1
145;1.2060515880584717;32767;0;0
146;1.215636968612671;32767;1;0
147;1.225252628326416;32767;0;0
148;1.2348575592041016;32767;0;0
149;1.2444608211517334;32767;0;1
150;1.254059076309204;32767;0;-1
151;1.2637319564819336;32767;0;0
152;1.2734246253967285;32767;1;0
153;1.2830259799957275;32767;1;0
154;1.2926280498504639;32767;0;0
155;1.3022289276123047;32767;0;1
156;1.3118259906768799;32767;0;0
157;1.3215632438659668;32767;1;0
158;1.3311679363250732;32767;0;0
159;1.3407621383666992;32767;1;0
160;1.3503570556640625;32767;0;0
161;1.3599889278411865;32767;0;0
162;1.3695988655090332;32767;0;0
163;1.3792030811309814;32767;0;-1
164;1.3888072967529297;32767;1;1
165;1.3984131813049316;32767;1;1
166;1.4080142974853516;32767;0;0
167;1.417708396911621;32767;0;0
168;1.4273676872253418;32767;0;0
169;1.436967134475708;32767;1;0
170;1.4465796947479248;32767;0;0
171;1.456190824508667;32767;0;0
172;1.465850830078125;32767;0;1
173;1.4754815101623535;32767;0;0
174;1.4850807189941406;32767;-1;0
175;1.4947326183319092;32767;0;0
176;1.504333734512329;32767;0;0
177;1.5140233039855957;32767;1;1
178;1.5236856937408447;32767;1;1
179;1.5332882404327393;32767;0;0
180;1.542881727218628;32767;0;0
181;1.552476406097412;32767;1;0
182;1.5621147155761719;32767;0;1
183;1.5717296600341797;32767;0;0
184;1.5813333988189697;32767;0;0
185;1.5909249782562256;32767;0;-1
186;1.6005656719207764;32767;0;1
187;1.6101655960083008;32767;1;0
188;1.6197805404663086;32767;0;1
189;1.6293888092041016;32767;1;1
190;1.6389856338500977;32767;0;0
191;1.6485774517059326;32767;0;0
192;1.6581699848175049;32767;1;0
193;1.6677980422973633;32767;0;1
194;1.6774163246154785;32767;0;0
195;1.687011957168579;32767;0;0
196;1.6966328620910645;32767;0;0
197;1.7062225341796875;32767;0;0
198;1.7158143520355225;32767;0;0
199;1.7254250049591064;32767;1;0
200;1.7350237369537354;32767;1;-1
