;0;32767;1;0
0;0.008011579513549805;32767;0;0
1;0.015376091003417969;32767;0;0
2;0.022688865661621094;32767;1;-1
3;0.02998805046081543;32767;0;1
4;0.03728961944580078;32767;0;0
5;0.04457592964172363;32767;0;1
6;0.05188274383544922;32767;0;1
7;0.05919313430786133;32767;0;0
8;0.06650447845458984;32767;0;-1
9;0.07384419441223145;32767;0;-1
10;0.08113503456115723;32767;1;0
11;0.08843517303466797;32767;1;1
12;0.09573864936828613;32767;0;0
13;0.10304021835327148;32767;1;0
14;0.11034107208251953;32767;0;0
15;0.1176450252532959;32767;1;0
16;0.12496185302734375;32767;1;0
17;0.13226318359375;32767;0;0
18;0.14243698120117188;32767;1;0
19;0.1500108242034912;32767;1;0
20;0.15731215476989746;32767;0;0
21;0.1645967960357666;32767;1;1
22;0.17188239097595215;32767;0;-1
23;0.17917585372924805;32767;1;0
24;0.18645906448364258;32767;0;0
25;0.19378113746643066;32767;1;0
26;0.20106744766235352;32767;0;0
27;0.2083573341369629;32767;0;1
28;0.2156510353088379;32767;1;0
29;0.22293591499328613;32767;1;1
30;0.23021912574768066;32767;0;0
31;0.23752212524414062;32767;0;0
32;0.24483633041381836;32767;1;0
33;0.252178430557251;32767;1;1
34;0.25954532623291016;32767;0;0
35;0.26686787605285645;32767;1;-1
36;0.2741813659667969;32767;0;0
37;0.281494140625;32767;0;0
38;0.28879714012145996;32767;0;1
39;0.2961149215698242;32767;0;0
40;0.3034036159515381;32767;0;0
41;0.3106977939605713;32767;1;-1
42;0.3180058002471924;32767;0;-1
43;0.32530713081359863;32767;1;1
44;0.3325974941253662;32767;1;0
45;0.3398916721343994;32767;0;1
46;0.34720325469970703;32767;0;-1
47;0.35451316833496094;32767;1;0
48;0.36181020736694336;32767;1;0
49;0.3691108226776123;32767;0;0
50;0.3764057159423828;32767;1;-1
51;0.38370633125305176;32767;0;0
52;0.39102745056152344;32767;0;0
53;0.39833879470825195;32767;0;0
54;0.4056370258331299;32767;0;0
55;0.4129467010498047;32767;0;0
56;0.4202427864074707;32767;1;1
57;0.42754697799682617;32767;0;1
58;0.43484997749328613;32767;0;0
59;0.4421529769897461;32767;1;0
60;0.44945764541625977;32767;1;0
61;0.4567680358886719;32767;0;0
62;0.46408653259277344;32767;0;0
63;0.47141194343566895;32767;1;0
64;0.4787158966064453;32767;0;0
65;0.4860231876373291;32767;1;0
66;0.49335289001464844;32767;0;0
67;0.500657320022583;32767;0;0
68;0.5079712867736816;32767;1;2
69;0.5152807235717773;32767;1;0
70;0.5225927829742432;32767;1;0
71;0.5298948287963867;32767;0;0
72;0.5372002124786377;32767;0;0
73;0.5445008277893066;32767;1;0
74;0.5518012046813965;32767;0;0
75;0.5591020584106445;32767;0;-1
76;0.566411018371582;32767;0;0
77;0.5742225646972656;32767;0;0
78;0.5838589668273926;32767;1;0
79;0.5934622287750244;32767;0;1
80;0.6030662059783936;32767;0;0
81;0.612668514251709;32767;0;0
82;0.6222720146179199;32767;0;0
83;0.6318833827972412;32767;0;0
84;0.6414968967437744;32767;0;0
85;0.6511249542236328;32767;0;0
86;0.6607654094696045;32767;0;0
87;0.6703743934631348;32767;1;0
88;0.6800241470336914;32767;0;0
89;0.6896681785583496;32767;1;0
90;0.699270486831665;32767;0;0
91;0.7088863849639893;32767;0;1
92;0.7185194492340088;32767;1;0
93;0.7281882762908936;32767;1;1
94;0.7378287315368652;32767;0;1
95;0.7474868297576904;32767;0;1
96;0.7571094036102295;32767;0;0
97;0.7667326927185059;32767;1;0
98;0.7763791084289551;32767;0;0
99;0.7860188484191895;32767;0;0
100;0.7956364154815674;32767;0;0
101;0.8052477836608887;32767;0;0
102;0.8160521984100342;32767;1;1
103;0.8256826400756836;32767;0;0
104;0.8353152275085449;32767;1;0
105;0.8449294567108154;32767;0;1
106;0.8545587062835693;32767;1;0
107;0.8641684055328369;32767;0;0
108;0.8738648891448975;32767;2;0
109;0.8834738731384277;32767;0;0
110;0.8930883407592773;32767;0;0
111;0.9027025699615479;32767;0;0
112;0.9123001098632812;32767;1;-1
113;0.9219250679016113;32767;0;1
114;0.9315230846405029;32767;1;0
115;0.9411437511444092;32767;0;1
116;0.9507961273193359;32767;1;1
117;0.9603989124298096;32767;0;0
118;0.9700007438659668;32767;1;0
119;0.9796905517578125;32767;1;1
120;0.989304780960083;32767;1;1
121;0.9989540576934814;32767;1;0
122;1.0085604190826416;32767;0;-1
123;1.0182299613952637;32767;0;0
124;1.0278315544128418;32767;0;0
125;1.0374853610992432;32767;0;0
126;1.0471298694610596;32767;1;0
127;1.0567586421966553;32767;1;0
128;1.0663769245147705;32767;0;0
129;1.076087236404419;32767;1;0
130;1.085674524307251;32767;0;-1
131;1.095332384109497;32767;0;0
132;1.1049532890319824;32767;1;0
133;1.1145586967468262;32767;0;1
134;1.1241750717163086;32767;0;0
135;1.1338233947753906;32767;1;-1
136;1.147615671157837;32767;0;0
137;1.1581473350524902;32767;1;0
138;1.1677610874176025;32767;0;-1
139;1.177377700805664;32767;0;0
140;1.1869544982910156;32767;0;0
141;1.1965734958648682;32767;1;0
142;1.2061500549316406;32767;1;0
143;1.2157282829284668;32767;0;0
144;1.2253456115722656;32767;1;1
145;1.2349207401275635;32767;0;0
146;1.2444970607757568;32767;0;0
147;1.254127025604248;32767;1;1
148;1.2637503147125244;32767;0;0
149;1.2733592987060547;32767;0;1
150;1.283057689666748;32767;1;0
151;1.292649507522583;32767;0;0
152;1.3022453784942627;32767;0;1
153;1.3118419647216797;32767;1;0
154;1.3214452266693115;32767;0;1
