0.000000000000000000e+00;4.541000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
7.976293563842773438e-03;4.601000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
1.527118682861328125e-02;4.584000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.255392074584960938e-02;4.601000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.983856201171875000e-02;4.611000000000000000e+03;0.000000000000000000e+00;-1.000000000000000000e+00
3.712892532348632812e-02;4.578000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
4.441380500793457031e-02;4.598000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
5.171990394592285156e-02;4.612000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
5.926871299743652344e-02;4.592000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
6.659889221191406250e-02;4.584000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
7.388520240783691406e-02;4.603000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
8.116936683654785156e-02;4.609000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
8.845543861389160156e-02;4.578000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
9.574103355407714844e-02;4.589000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
1.030290126800537109e-01;4.602000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
1.103122234344482422e-01;4.624000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
1.175966262817382812e-01;4.580000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
1.248826980590820312e-01;4.609000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
1.321659088134765625e-01;4.608000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
1.394524574279785156e-01;4.572000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
1.467354297637939453e-01;4.572000000000000000e+03;1.000000000000000000e+00;-1.000000000000000000e+00
1.540222167968750000e-01;4.612000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
1.613619327545166016e-01;4.589000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
1.686797142028808594e-01;4.597000000000000000e+03;1.000000000000000000e+00;1.000000000000000000e+00
1.759750843048095703e-01;4.603000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
1.832623481750488281e-01;4.609000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
1.905598640441894531e-01;4.596000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
1.978471279144287109e-01;4.617000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
2.051298618316650391e-01;4.609000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.124164104461669922e-01;4.585000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
2.197089195251464844e-01;4.571000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
2.269940376281738281e-01;4.590000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
2.342777252197265625e-01;4.604000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
2.415642738342285156e-01;4.599000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.488496303558349609e-01;4.618000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.561333179473876953e-01;4.603000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.634181976318359375e-01;4.598000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.707042694091796875e-01;4.584000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
2.779927253723144531e-01;4.595000000000000000e+03;1.000000000000000000e+00;1.000000000000000000e+00
2.852880954742431641e-01;4.607000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
2.925760746002197266e-01;4.620000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
2.998533248901367188e-01;4.590000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
3.071315288543701172e-01;4.592000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
3.144190311431884766e-01;4.601000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
3.217208385467529297e-01;4.582000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
3.290045261383056641e-01;4.581000000000000000e+03;1.000000000000000000e+00;1.000000000000000000e+00
3.363032341003417969e-01;4.610000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
3.435900211334228516e-01;4.590000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
3.508758544921875000e-01;4.607000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
3.581588268280029297e-01;4.579000000000000000e+03;1.000000000000000000e+00;-1.000000000000000000e+00
3.654558658599853516e-01;4.608000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
3.727381229400634766e-01;4.622000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
3.800227642059326172e-01;4.588000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
3.873074054718017578e-01;4.592000000000000000e+03;1.000000000000000000e+00;1.000000000000000000e+00
3.945896625518798828e-01;4.584000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.018919467926025391e-01;4.612000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
4.091784954071044922e-01;4.580000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.164609909057617188e-01;4.588000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.237439632415771484e-01;4.601000000000000000e+03;-1.000000000000000000e+00;0.000000000000000000e+00
4.310443401336669922e-01;4.592000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
4.383318424224853516e-01;4.589000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.456148147583007812e-01;4.609000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.528987407684326172e-01;4.605000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.601824283599853516e-01;4.592000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
4.681692123413085938e-01;4.590000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
4.754600524902343750e-01;4.620000000000000000e+03;1.000000000000000000e+00;-1.000000000000000000e+00
4.827435016632080078e-01;4.601000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.900250434875488281e-01;4.611000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
4.973065853118896484e-01;4.597000000000000000e+03;1.000000000000000000e+00;1.000000000000000000e+00
5.045888423919677734e-01;4.607000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
5.118820667266845703e-01;4.603000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
5.191681385040283203e-01;4.603000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
5.264530181884765625e-01;4.574000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
5.337407588958740234e-01;4.603000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
5.410223007202148438e-01;4.574000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
5.483088493347167969e-01;4.593000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
5.555906295776367188e-01;4.601000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
5.628726482391357422e-01;4.589000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
5.701553821563720703e-01;4.597000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
5.774393081665039062e-01;4.605000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
5.847227573394775391e-01;4.589000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
5.920083522796630859e-01;4.619000000000000000e+03;0.000000000000000000e+00;-1.000000000000000000e+00
5.993282794952392578e-01;4.600000000000000000e+03;-1.000000000000000000e+00;0.000000000000000000e+00
6.066164970397949219e-01;4.574000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
6.138994693756103516e-01;4.584000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
6.211943626403808594e-01;4.590000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
6.300883293151855469e-01;4.601000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
6.396510601043701172e-01;4.582000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
6.492180824279785156e-01;4.574000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
6.587984561920166016e-01;4.574000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
6.695396900177001953e-01;4.591000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
6.820957660675048828e-01;4.574000000000000000e+03;0.000000000000000000e+00;1.000000000000000000e+00
6.916518211364746094e-01;4.606000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
7.011818885803222656e-01;4.576000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
7.107059955596923828e-01;4.609000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
7.202346324920654297e-01;4.589000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
7.298061847686767578e-01;4.610000000000000000e+03;0.000000000000000000e+00;-1.000000000000000000e+00
7.393846511840820312e-01;4.588000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
7.489089965820312500e-01;4.589000000000000000e+03;1.000000000000000000e+00;0.000000000000000000e+00
7.584283351898193359e-01;4.604000000000000000e+03;1.000000000000000000e+00;-1.000000000000000000e+00
7.679538726806640625e-01;4.589000000000000000e+03;0.000000000000000000e+00;0.000000000000000000e+00
7.774872779846191406e-01;4.596000000000000000e+03;0.000000000000000000e+00;-1.000000000000000000e+00
7.870593070983886719e-01;4.601000000000000000e+03;1.000000000000000000e+00;-1.000000000000000000e+00
