Time [s];Waga rybacka [kg];pressure_tank
0.03348875045776367;-0.092;0.293
1.0093116760253906;-0.044;0.019
1.8594348430633545;-0.053;-0.164
2.7519338130950928;-0.078;0.201
3.742945909500122;-0.047;-0.017
4.601977586746216;-0.053;-0.069
5.399152994155884;1.687;-0.327
6.281245946884155;-0.057;-0.184
7.145242929458618;-0.05;-0.045
8.027568578720093;-0.032;0.007
8.935328483581543;-0.096;0.265
9.750035047531128;-0.005;0.034
10.708231687545776;-0.046;0.003
11.549564123153687;-0.002;0.011
12.418932914733887;-0.075;0.046
13.277402877807617;-0.093;0.237
14.146073341369629;-0.046;-0.057
15.030069351196289;-0.05;-0.001
15.92049765586853;-0.066;0.042
16.82829189300537;0.89;-0.029
17.74073815345764;-0.081;0.082
18.62818956375122;-0.052;-0.053
19.52540898323059;-0.057;-0.363
20.436466455459595;-0.038;0.019
21.355887413024902;-0.011;0.031
22.184020280838013;-0.062;0.015
23.017388582229614;-0.034;0.023
23.83942484855652;-0.05;0.146
24.686570167541504;-0.06;-0.232
25.538334608078003;-0.031;0.019
26.38385558128357;-0.093;0.146
27.236976623535156;0.002;0.031
28.084041595458984;-0.098;0.237
28.944605827331543;-0.095;0.213
29.81660223007202;-0.049;-0.001
30.834629774093628;-0.046;-0.025
31.707350969314575;-0.072;0.054
32.58958172798157;-0.062;-0.136
33.46054649353027;-0.002;0.034
34.36396336555481;-0.05;0.126
35.25814604759216;-0.049;-0.061
36.16562294960022;-0.069;0.297
37.06190228462219;-0.004;3.863
37.958364963531494;-0.046;6.089
38.86242461204529;-0.005;8.586
39.784995555877686;-0.046;11.269
40.69432473182678;-0.06;13.869
41.63545250892639;-0.059;16.648
42.48673224449158;-0.049;19.22
43.34517550468445;-0.029;21.709
44.16795778274536;-0.063;24.03
44.986693143844604;-0.044;26.416
45.8125262260437;-0.069;28.594
46.64416551589966;-0.002;30.733
47.48094129562378;-0.05;32.94
48.31182384490967;-0.098;35.098
49.18282961845398;-0.053;37.146
50.055171728134155;-0.063;39.28
50.92948913574219;-0.057;41.264
51.92251777648926;-0.052;43.395
52.75466537475586;-0.087;45.268
53.5930016040802;-0.083;46.79
54.42623829841614;-0.05;48.48
55.28358459472656;-0.046;50.169
56.12893080711365;-0.004;51.763
56.973066091537476;-0.052;53.254
57.826040506362915;-0.047;54.681
58.69601392745972;-0.096;56.093
59.570462465286255;-0.007;57.5
60.45665240287781;-0.096;58.903
61.34264874458313;-0.062;60.124
62.2209894657135;-0.057;61.436
63.10850143432617;-0.05;61.782
63.987715005874634;-0.049;61.694
64.87556529045105;-0.053;61.611
65.75663709640503;-0.062;61.571
66.6495008468628;-0.049;61.436
67.54156255722046;-0.068;61.436
68.4523115158081;-0.017;61.348
69.35524582862854;-0.02;61.348
70.26552700996399;-0.06;61.344
71.16898536682129;-0.049;61.301
72.24842882156372;-0.057;61.261
73.15076422691345;-0.05;61.261
74.06472277641296;-0.063;61.257
74.96755003929138;-0.056;61.185
75.87923264503479;-0.035;61.205
76.78593564033508;-0.066;61.173
77.72688031196594;-0.065;61.165
