;Time;Thrust;BEM pressure;N2O pressure
0;0.0;32767;0;0
1;0.008031368255615234;32767;0;1
2;0.015349626541137695;32767;0;0
3;0.022660017013549805;32767;1;1
4;0.029956579208374023;32767;-1;0
5;0.03725385665893555;32767;0;0
6;0.044556617736816406;32767;0;-1
7;0.05213785171508789;32767;1;0
8;0.05945277214050293;32767;1;0
9;0.06676363945007324;32767;0;0
10;0.07405948638916016;32767;0;1
11;0.08135414123535156;32767;0;0
12;0.08865976333618164;32767;1;0
13;0.09595108032226562;32767;1;0
14;0.10324454307556152;32767;0;0
15;0.11053848266601562;32767;1;0
16;0.11783862113952637;32767;1;1
17;0.12513303756713867;32767;0;0
18;0.13242530822753906;32767;1;0
19;0.13972067832946777;32767;1;0
20;0.14702272415161133;32767;0;0
21;0.15432357788085938;32767;0;1
22;0.16161894798278809;32767;0;1
23;0.16891264915466309;32767;0;1
24;0.17620515823364258;32767;0;0
25;0.18352317810058594;32767;0;0
26;0.19081974029541016;32767;0;0
27;0.19811272621154785;32767;1;0
28;0.20540761947631836;32767;1;0
29;0.21270275115966797;32767;0;0
30;0.21999597549438477;32767;0;0
31;0.22729158401489258;32767;1;0
32;0.23460078239440918;32767;1;1
33;0.2418956756591797;32767;1;1
34;0.24918723106384277;32767;0;0
35;0.256488561630249;32767;0;0
36;0.2637906074523926;32767;0;0
37;0.27109622955322266;32767;1;1
38;0.27838969230651855;32767;1;0
39;0.28568220138549805;32767;0;-1
40;0.29297900199890137;32767;1;1
41;0.30027174949645996;32767;0;0
42;0.30756711959838867;32767;0;0
43;0.3148622512817383;32767;0;1
44;0.322155237197876;32767;0;0
45;0.3294484615325928;32767;1;0
46;0.3367433547973633;32767;1;1
47;0.3440380096435547;32767;1;0
48;0.3513312339782715;32767;0;0
49;0.35863280296325684;32767;0;0
50;0.36592674255371094;32767;1;0
51;0.3732185363769531;32767;0;1
52;0.38051390647888184;32767;0;0
53;0.38784170150756836;32767;1;1
54;0.3951416015625;32767;1;0
55;0.4024341106414795;32767;0;1
56;0.4097287654876709;32767;1;0
57;0.4170191287994385;32767;0;0
58;0.4243137836456299;32767;0;0
59;0.4316084384918213;32767;1;0
60;0.4389021396636963;32767;0;0
61;0.4461939334869385;32767;1;0
62;0.45350027084350586;32767;1;0
63;0.46079397201538086;32767;1;0
64;0.46808838844299316;32767;1;0
65;0.4753866195678711;32767;0;0
66;0.48273301124572754;32767;0;0
67;0.4900355339050293;32767;0;1
68;0.4973289966583252;32767;1;0
69;0.504622220993042;32767;1;0
70;0.5119321346282959;32767;1;0
71;0.5192255973815918;32767;1;1
72;0.5265195369720459;32767;1;0
73;0.5338132381439209;32767;1;0
74;0.5411088466644287;32767;0;0
75;0.548410177230835;32767;1;0
76;0.5557034015655518;32767;1;1
77;0.5629978179931641;32767;1;0
78;0.570300817489624;32767;1;0
79;0.5775928497314453;32767;1;0
80;0.5848865509033203;32767;1;0
81;0.5921802520751953;32767;0;-1
82;0.6014819145202637;32767;1;0
83;0.6111171245574951;32767;0;0
84;0.6206989288330078;32767;1;0
85;0.6302738189697266;32767;1;-1
86;0.6398687362670898;32767;0;0
87;0.6494500637054443;32767;0;1
88;0.659060001373291;32767;1;0
89;0.6686465740203857;32767;-1;0
90;0.6782338619232178;32767;0;0
91;0.6878106594085693;32767;1;0
92;0.6974163055419922;32767;1;1
93;0.7070188522338867;32767;0;1
94;0.7165980339050293;32767;0;1
95;0.7261924743652344;32767;0;1
96;0.7357745170593262;32767;0;1
97;0.7453873157501221;32767;0;1
98;0.7549686431884766;32767;1;0
99;0.764545202255249;32767;0;0
100;0.7741155624389648;32767;1;1
101;0.783696174621582;32767;0;0
102;0.7932982444763184;32767;1;0
103;0.8040146827697754;32767;1;1
104;0.8136157989501953;32767;1;1
105;0.8231980800628662;32767;1;0
106;0.8327739238739014;32767;0;0
107;0.8430228233337402;32767;0;1
108;0.8563232421875;32767;1;-1
109;0.8660078048706055;32767;1;0
110;0.8755710124969482;32767;0;0
111;0.8851227760314941;32767;0;0
112;0.8947155475616455;32767;0;0
113;0.9042990207672119;32767;0;0
114;0.9138579368591309;32767;0;0
115;0.9234137535095215;32767;0;0
116;0.9329695701599121;32767;0;0
117;0.9425206184387207;32767;0;0
118;0.9521279335021973;32767;1;0
119;0.9617106914520264;32767;0;0
120;0.9712953567504883;32767;1;0
121;0.9808781147003174;32767;-1;1
122;0.9904673099517822;32767;0;0
123;1.0000858306884766;32767;0;0
124;1.0096840858459473;32767;0;1
125;1.019275188446045;32767;0;0
126;1.0289075374603271;32767;1;1
127;1.0385007858276367;32767;0;0
128;1.0480964183807373;32767;1;0
129;1.0576910972595215;32767;1;0
130;1.0672879219055176;32767;0;1
131;1.0768859386444092;32767;0;0
132;1.0864768028259277;32767;0;0
133;1.0960988998413086;32767;1;0
134;1.1056947708129883;32767;0;0
135;1.115328311920166;32767;1;0
136;1.1249237060546875;32767;1;1
137;1.1345195770263672;32767;0;1
138;1.1441121101379395;32767;0;0
139;1.1537044048309326;32767;0;0
140;1.1632940769195557;32767;1;1
141;1.1728851795196533;32767;0;0
142;1.1824800968170166;32767;0;1
143;1.192115068435669;32767;0;0
144;1.2017405033111572;32767;0;0
145;1.211329698562622;32767;1;0
146;1.2209179401397705;32767;1;-1
147;1.23051118850708;32767;1;0
148;1.2401103973388672;32767;0;0
149;1.2497084140777588;32767;0;0
150;1.2593035697937012;32767;1;1
151;1.2689452171325684;32767;0;1
152;1.2785367965698242;32767;1;1
153;1.288132667541504;32767;1;0
154;1.2977559566497803;32767;0;0
155;1.3073599338531494;32767;1;0
156;1.31695556640625;32767;2;1
157;1.3265514373779297;32767;0;0
158;1.3361427783966064;32767;0;1
159;1.3458013534545898;32767;0;-1
160;1.3554291725158691;32767;1;0
161;1.3650367259979248;32767;1;-1
162;1.3746376037597656;32767;0;0
163;1.3842973709106445;32767;0;0
164;1.3938961029052734;32767;0;0
165;1.403531789779663;32767;1;1
166;1.4131293296813965;32767;1;0
167;1.4227252006530762;32767;1;0
168;1.4323298931121826;32767;1;1
169;1.4419193267822266;32767;0;1
170;1.4515032768249512;32767;1;0
171;1.4611353874206543;32767;1;-1
172;1.470735788345337;32767;1;0
173;1.4803321361541748;32767;0;0
174;1.4899201393127441;32767;0;1
175;1.4995510578155518;32767;0;0
176;1.5091567039489746;32767;1;0
