;Time;Thrust;BEM_Pressure;N2O_Pressure;N2O_Weight
0;0.005022287368774414;236;2;3;-821
1;0.018758058547973633;235;3;2;-819
2;0.029927730560302734;237;3;2;-819
3;0.042267799377441406;237;3;3;-818
4;0.0548708438873291;238;3;3;-820
5;0.06788158416748047;236;2;3;-818
6;0.08078742027282715;236;3;3;-822
7;0.09403109550476074;236;3;2;-819
8;0.1058187484741211;237;3;3;-819
9;0.11684322357177734;237;4;2;-819
10;0.12784838676452637;240;2;3;-820
11;0.1392216682434082;237;3;3;-820
12;0.1502668857574463;236;1;2;-820
13;0.16167902946472168;235;3;3;-821
14;0.17264914512634277;235;3;2;-820
15;0.18720531463623047;238;3;2;-820
16;0.20197582244873047;237;3;3;-819
17;0.21596860885620117;236;4;2;-819
18;0.23218417167663574;238;4;2;-820
19;0.24579548835754395;237;3;3;-821
20;0.2575540542602539;235;3;2;-820
21;0.26902318000793457;237;2;3;-821
22;0.2793457508087158;237;3;3;-819
23;0.2894256114959717;236;3;3;-820
24;0.2991757392883301;237;3;2;-819
25;0.30882787704467773;236;4;2;-820
26;0.31858396530151367;237;2;3;-820
27;0.32865405082702637;237;3;3;-818
28;0.338839054107666;235;3;3;-821
29;0.34882164001464844;239;3;2;-820
30;0.3588595390319824;236;3;3;-820
31;0.3689000606536865;239;3;3;-820
32;0.37901735305786133;235;3;3;-819
33;0.38898372650146484;237;1;3;-819
34;0.39899516105651855;235;3;2;-819
35;0.40903425216674805;236;3;4;-819
36;0.41920924186706543;237;3;3;-820
37;0.4291961193084717;237;2;3;-819
38;0.43912696838378906;236;3;3;-819
39;0.4488074779510498;238;2;3;-820
40;0.4585154056549072;236;3;3;-817
41;0.46827054023742676;237;3;4;-820
42;0.4783759117126465;235;2;2;-819
43;0.4888768196105957;240;2;4;-820
44;0.4989306926727295;235;3;3;-820
45;0.5088651180267334;239;3;3;-819
46;0.5189003944396973;235;4;3;-819
47;0.529329776763916;237;3;2;-819
48;0.5392718315124512;237;3;3;-820
49;0.5493440628051758;236;2;3;-819
50;0.5592656135559082;237;3;2;-818
51;0.5693097114562988;236;3;3;-821
52;0.5793218612670898;236;3;3;-820
53;0.5891404151916504;239;3;3;-818
