Time [s];Waga rybacka [kg];pressure_tank
0.038297414779663086;0.003;0.051
1.0104501247406006;0.012;0.559
1.8173165321350098;0.014;1.577
2.721681833267212;0.012;2.845
3.546204090118408;0.021;3.895
4.471205949783325;0.018;4.917
5.2929534912109375;0.035;5.179
6.114253759384155;0.036;5.091
6.951466083526611;0.033;5.095
7.803394317626953;0.027;5.004
8.707501411437988;0.044;4.921
9.61389946937561;0.035;6.165
10.390422344207764;0.049;7.505
11.196192264556885;0.054;9.071
11.961887121200562;0.055;10.633
12.77106237411499;0.076;12.78
13.620807409286499;0.087;15.002
14.482340574264526;0.127;17.968
15.371714115142822;0.109;18.405
16.266584873199463;0.164;12.955
17.18142795562744;0.123;21.785
18.07488203048706;0.193;21.427
18.9553165435791;0.191;22.047
19.820534706115723;0.242;22.707
20.687195301055908;0.254;23.391
21.454748153686523;0.252;23.387
22.220813989639282;0.246;23.303
22.981136083602905;0.245;23.303
23.7510507106781;0.255;23.236
24.512508153915405;0.252;23.124
25.306407928466797;0.251;23.081
26.088956832885742;0.249;23.124
26.870893716812134;0.243;23.033
27.662712574005127;0.251;23.033
28.4453022480011;0.254;22.945
29.377763509750366;0.246;23.033
30.183011054992676;0.252;23.029
30.989388942718506;0.248;22.85
31.800601720809937;0.254;22.85
32.60721302032471;0.249;22.854
33.42151117324829;0.251;22.766
34.2516508102417;0.254;22.759
35.08000111579895;0.248;22.766
35.916839838027954;0.252;22.763
36.74635601043701;0.248;22.858
37.584649085998535;0.255;22.763
38.415539026260376;0.251;22.854
39.27678179740906;0.249;22.763
40.12893009185791;0.252;22.671
40.9908709526062;0.257;22.671
41.757341623306274;0.252;22.588
42.525110721588135;0.252;22.687
43.29866170883179;0.233;22.759
44.068227767944336;0.261;23.581
44.84459137916565;0.267;24.369
45.626776695251465;0.273;25.172
46.412588357925415;0.273;26.066
47.192331314086914;0.258;26.595
47.97020769119263;0.285;26.881
48.780521392822266;0.312;26.977
49.59493398666382;0.352;27.346
50.578261375427246;0.36;27.692
51.40201497077942;0.376;28.046
52.22416877746582;0.411;28.328
53.06757426261902;0.442;28.765
53.88340926170349;0.475;29.119
54.694698095321655;0.439;29.425
55.49696326255798;0.461;29.747
56.30862808227539;0.512;30.01
57.137927532196045;0.527;30.455
57.966331243515015;0.518;30.721
58.809351205825806;0.56;31.035
59.6454963684082;0.564;31.346
60.49014925956726;0.579;31.604
61.33849120140076;0.603;31.866
62.1965491771698;0.661;32.133
63.043293952941895;0.608;32.399
63.93327832221985;0.636;32.646
64.77880692481995;0.661;32.932
65.62749338150024;0.643;33.202
66.48287415504456;0.675;33.373
67.35624742507935;0.591;33.643
68.26214694976807;0.733;33.918
69.15778851509094;0.752;34.18
70.05774998664856;0.752;34.399
70.95102763175964;0.773;34.542
72.0190019607544;0.782;34.812
72.92262983322144;0.787;35.083
73.83271098136902;0.821;35.353
74.73816919326782;0.852;35.528
75.61242818832397;0.845;35.703
76.47438430786133;0.875;35.882
77.3699004650116;0.893;36.053
78.25367307662964;0.893;36.331
79.1463303565979;0.916;36.514
80.03151202201843;0.925;36.689
80.9228343963623;0.942;36.864
81.80951929092407;0.945;37.038
82.70118427276611;0.969;37.301
83.51726698875427;0.978;37.48
84.33417010307312;0.993;37.579
85.14676570892334;1.0;37.75
85.95490217208862;1.01;37.937
86.7711775302887;1.021;38.112
87.59475302696228;1.025;38.243
88.42414212226868;1.051;38.446
89.24654698371887;1.06;38.641
90.07519507408142;1.07;38.816
90.89657139778137;1.082;38.994
91.71712136268616;1.09;39.145
92.70518922805786;1.113;39.352
93.5275011062622;1.115;39.623
94.35538482666016;1.131;39.718
95.17926979064941;1.142;39.893
96.02089738845825;1.154;40.072
96.88432240486145;1.163;40.259
97.7390067577362;1.169;40.259
98.60385179519653;1.173;40.163
99.4594247341156;1.17;40.255
100.32402038574219;1.178;40.171
101.1802384853363;1.179;40.163
102.03464794158936;1.176;40.08
102.90024614334106;1.181;40.163
103.75793194770813;1.182;40.088
104.62305521965027;1.182;39.984
105.48251700401306;1.182;39.945
106.34903407096863;1.179;39.813
107.20613956451416;1.182;39.893
108.06365919113159;1.188;39.801
108.92955327033997;1.189;39.893
109.78710699081421;1.194;40.135
110.65568614006042;1.207;40.167
111.51569271087646;1.209;40.163
112.38321042060852;1.204;40.163
113.240234375;1.207;40.167
114.09901309013367;1.203;40.175
115.13669180870056;1.206;40.163
116.01918482780457;1.206;40.116
116.90513825416565;1.212;40.163
117.78792452812195;1.209;40.076
118.67558145523071;1.213;39.984
119.55798768997192;1.21;39.98
120.4459068775177;1.215;39.988
121.32692122459412;1.215;39.972
122.21658039093018;1.221;39.885
123.09951972961426;1.209;39.953
123.99222016334534;1.216;39.853
124.89239144325256;1.219;39.893
125.78900671005249;1.215;39.889
